Index,Year,Name,KW
85,2013,Koltsova,"количество, посты, темы, тексты, автор, пост, авторы, количество постов, группа, блогеры"
86,2013,Markarova,"образование, информация, электронная библиотека, информационное общество, создание, библиотека, время, информационные объекты, разработка, развитие"
87,2013,Tolstikova,"интернет, социальные сети, социальное взаимодействие, коммуникация, информация, эффективная коммуникация, формирование, рамки, проблемы, одна сторона"
88,2013,Juk,"социальные сети, антипиратский закон, сеть, информация, изменения, социальные сеть, информационные технологии, число, фильмы, исследование"
89,2013,Dyakova,"электронное правительство, китай, индекс развития, система, регионы, переход, человеческое капитал, информационные технологии, государственное управление, сфера"
90,2013,Bogoraz,"проникновение, тестирование, прочность, документ, тесты, методика, межсетевые экраны, атака, данная методика, система"
91,2013,Shustrova,"зритель, театр, опера, интернет, электронные технологии, работа, актёры, современное театр, новые технологии, сцена"
92,2013,Grigorieva,"пожилые люди, пенсия, пенсионеры, обучение, работа, социальные сети, число, социальное исключение, россия, люди"
93,2013,Karbovskii,"экстремальные ситуации, персональная поддержка принятия решений, чрезвычайная ситуация, такой образ, основа, действия, чрезвычайные ситуации, облачные технологии, настоящее время, искусственное общество"
94,2013,Shubinskiy,"интернет, сеть, дети, система, список, школа, цаир, родители, годы, чёрный список"
95,2013,Lyapin,"одиночество, сервисы, факт, термины, ресурсы, электронная библиотека, поиск, термин, друг, абзацы"
96,2013,Zakharkina,"проект, культурное наследие, контент, функциональность, ресурс, дальнейшее развитие, рамки, проекты, портал, мультимедийная информационная система"
97,2013,Masloboev,"региональная безопасность, миас, безопасность, создание, реализация, основа, качество, кризисные ситуации, управление, система"
98,2013,Bolgov,"электронная демократия, электронное участие, граждане, россия, разные страны, обратная связь, опросы, общественное мнение, эксперты, страны"
99,2013,Sidorova,"сайты, информация, алтайский край, сайт, органы власти, официальные сайты, мониторинг, региональные органы власти, сведение, российская федерация"
100,2013,Chizhik,"интернет, сеть, сайт, мультимедийный продукт, случай, целевая аудитория, продукт, рекламная акции, качество, потенциальные клиенты"
101,2013,Voroshilov,"преподаватель, студенты, фактографическая информация, студент, использование, курсовая работа, фактографический поиск, этап, система, количество"
102,2013,Ivanko,"система, раздел, результирующий вектор, используемые признаки, рисунок, признаки, вектор, задача идентификации языка, экспериментальная модель, данная область"
103,2013,Evtushenko,"число, стандарты, государство, изменения, процессно-проектное управление, функции, процессы, главное, возможность, централизованная функциональная архитектура"
104,2013,Pijavskij,"фактографическая информация, кластер, атбд, таблица, лексемы, описание, пополнение, основа, поиск, использование"
105,2013,Brodovskaya,"интернет, глобальная сеть, россияне, респонденты, позиция, политические функции, политическая субъектность, пространство, отношение, возраст"
106,2013,Chirkin,"страница, навигация, гиперссылка, переход, неструктурированные источники, статья, сайт, проблема, практика, информация"
107,2013,Prokudin,"информационное общество, электронное государство, государственные услуги, российская федерация, информационно-коммуникационные технологии, интернет, электронное правительство, формирование, сеть, разработка"
108,2013,Adrova,"размер блока, рисунок, хеширование, соль, пароль, уникальная соль, радужные таблица, данный случай, время хеширования, перебор"
109,2013,Bikkulov,"подростковые самоубийства, социальные сети, самоубийство, социальные медиа, россия, подростки, месяц, время, подростковые самоубийство, среднее"
110,2013,Gorelik,"пользователь, паспорт, система, регистрация, электронная регистрация паспорта, услуги, уполномоченный оператор, фотокарточка, использование, электронная регистрация"
111,2013,Kovalevsky,"активная сейсмология, область, научные исследования, информационная система, база данных, пользователи, возможность, мощные сейсмические вибраторы, экспериментальные данные, файловый архив"
112,2015,Artemova,"слово, парус, форма, текст, предметная область, латинские парус, такой образ, прямые паруса, построение онтологии, специфика"
113,2015,Adaskina,"документы, использование, биграммы, эксперт, просмотренные документы, работа, синтаксические связь, классификация, классификатор, помощь"
114,2015,Pevzner,"сообщение, пользователь, разное время, события, поток, текстовые сообщения, подобные сообщения, кластер пользователя, входное поток, читатель"
115,2015,Erkimbaev,"онтология, свойства, класс, материалы, форма, онтологии, нано-объекты, классы, химия, состав"
116,2015,Belkin,"область знаний, историческая демография, семантическая сеть, элементарные знания, сложные знания, предметная область, фрагменты, использование, сеть, классы"
117,2015,Salin,"семантическая кластеризация, гипертекстовая структура, статистика переходов, гипертекстовые документы, основа, методы, разработка, работа, объекты, метод"
118,2015,Leontyeva,"онтология, система, текст, системы, понимание, анализ, концепты, онтологическая семантика, структура, понятия"
119,2015,Zakharov,"корпус, русский язык, корпусная лингвистика, корпусы, словарь, слово, объём, мастер, большие корпусы, частота"
120,2015,Kanygin,"фано, артефакты, знание, контекстно-ориентированная онтология, сотрудники, частность, объекты, житель города, доктор наук, представление"
121,2015,Alexeeva,"словарь, темы, список, тексты, слово, тональный словарь, такой образ, окрашенные слова, тематическое моделирование, социально-политическая тематика"
122,2015,Pronoza,"данная работа, машинное обучение, опорные векторы, таблица, рестораны, отзывы, метод, наивный байесовский классификатор, признаки, обслуживание"
123,2015,Boyarsky,"словосочетание, прил, предлог, предложный оборот, слово, оборот, глагол, число, классы, союз"
124,2023,Khodorkovsky,"информация, сущность, сведение, свойства, система, сообщение, информационная коммуникация, определение, сигнал, соответствие"
125,2023,Melnichuk,"модель, русский язык, сравнение, задача суммаризации, текст, оценка, сгенерированный текст, тексты, эталонный текст, новостные тексты"
126,2023,Maksimov,"информация, свойство, следствие, свойства, свободная информация, структура, содержание, взаимодействие, отношение, связанная информация"
127,2023,Lokalina,"слово, конструкция, сказуемое, степень, меры, респонденты, носители языка, наречие, русский язык, примеры"
128,2023,Chizhik,"такой образ, класс, машинное обучение, логистическая регрессия, векторизация, тексты, короткие тексты, анализ тональности, подходы, комментарии"
129,2023,ChizhikEgorov,"логистическая регрессия, симптом, модель, симптомы, пациент, текстовые данные, такой образ, естественное язык, разработка, отрицание"
130,2023,Tatur,"благозвучие, название, соответствие, база отдыха, санаторий, оценка, нейминги, торговая марка, создание, слово"
131,2023,Bikova,"пунктуация, текст, оценка, эмоциональная окраска текста, машинное обучение, эмоции, вконтакте, социальная сеть, эксперименты, таблица"
132,2023,Gavrilkina,"роль, сущность, отношения, причина, основание, условие, связь, сущности, отношение, класс отношений"
133,2024,MitrofanovaGolubev,"корпус, ткикл, тема, текст, слово, метка, тематический моделирование, система, отношение, модель"
134,2024,MitrofanovaAdamova,"ключевые выражения, корпус, ткикл, тексты, аннотации, именованные сущности, ключевые слова, таблица, применение, использование"
135,2024,Sukhan,"пользователь, визуализация, авторы, друг, граф, корпус, рёбра, статья, связь, автор-статья"
136,2024,Vybornaya,"предлог, синтаксема, предлоги, частотность, локатив, предложные конструкции, первообразные предлоги, объект, контексты, база данных"
137,2024,Belkin,"отзывы, сайт, пользователи, эмодзь, слово, оценка, пользовательские отзывы, набор данных, решение, программа"
138,2021,Chizhik,"документ, тематический моделирование, новостные анонсы, тема, распределение, матрица, такой образ, набор данных, каждое слово, тексты"
139,2021,Mikoni,"слово, смысл, определение понятия, термин, понятие, читатель, работа, предложения, случай, образ"
140,2021,Maksimov,"сущность, граф онтологии, такой образ, соответствие, прорыв, документ, информационное поиск, графы знаний, текст, совокупность"
141,2021,Golitsina,"элементарные факты, сущность, отношения, класс, ситуативные отношения, определение понятия, формирование, тексты, связь, семантический поисковый образ"
142,2021,Antopolskii,"создание, исследователи, поиск, число, технологии, стандарты, разработка, область, сервисы, россия"
143,2021,Boyarsky,"фразем, подгруппа, предложные обороты, фраземы, хозяин, родительный падеж, слово, предлог, группа, пределы"
144,2021,Mengliev,"узбекский язык, билан, морфологический анализатор, грамматические формы, морфоанализатор, значение, база данных, структура, вспомогательный предлог, таблы"
145,2019,Khokhlova,"результаты, словарь, меры, совместная встречаемость, точность, коллокация, частота, хи-квадрат, оценка, словосочетание"
146,2019,Ivanova,"игра, слово, глаголы, видеоигра, военные игры, россия, военная тематика, игры, война, позитивная коннотация"
147,2019,Boyarsky,"слово, словарь, остров, прописная буква, река, город, некоторые случаи, целевое слово, топоним, предложение"
148,2019,Boikov,"место, слово, слоговой объём, ударение, строка, объёмные показатели, ударный слог, междуиктовые интервалы, икты, пропуск ударения"
149,2019,Martynenko,"предложения, таблы, мартыненко, синтаксические фигуры, целое, закон, ранговые распределения, золотое сечение, зеркальная симметрия, сологуба"
150,2019,Chekmeneva,"музыка, метафора, слово, метафоры, область цели, человек, корпус, мелодия, дискурс, звук"
151,2019,Antipenko,"слово, русский язык, расы, социальные сети, ассоциативный эксперимент, реакция, данные, языковой сознание, модель, корпус текстов"
152,2019,Mikoni,"управление, определение, устойчивость, слово, смысл, объект управления, субъект управления, система управления, система, понятия"
153,2019,Komarova,"корпус, корпусная лингвистика, соса, поиск, идиом, идиоматические выражения, изучение, учебные пособия, английский язык, фразеологизмы"
154,2019,Masevich,"прилагательные, цвет, слово, семантический поле, семантические поля, поле, семантическое поле, частотность, фрумкина, тексты"
155,2019,Perminov,"атрибут, атрибуты, онтология, пользователь, интерфейс, метрики, связь, отношения, предметная область, пользовательский интерфейс"
156,2019,Zhang,"империя, интеллект-карта, программа, семантические поля, власть, русский язык, государство, толковый словарь, элементы, основа"
157,2019,Moskvina,"предлог, значение, запрос, предложные конструкции, база данных, предлоги, список, корпусы, корпус, конструкция"
158,2019,Popova,"прагматические маркеры, речь, случай, помощь, материал, время, учитель, таблы, рамки, общение"
159,2017,Kurochkina,"коллокация, словари, база, кандидаты, коллокатор, золотое стандарт, слово, меры, группа, корпус"
160,2017,Kislov,"буквы, китай, китайский язык, значение, иероглиф, современный китайский язык, слово, цифры, языковой игра, китайское язык"
161,2017,Goryunova,"предметная область, отношения, онтология, классы, ассоциация, специализированная предметная область, понятия, опро, связь, роль"
162,2017,Temirova,"корпус, язык, развитие, половецко-кыпчакский, акаев, кавказская языковая семья, такой образ, тексты, работа, представители"
163,2017,Smirnova,"лексическая база данных, существительное, тибетский язык, русский язык, база данных, отношение, выражение, человек, концепты, компоненты"
164,2017,Zaides,"пересказ, экстры, студы, описание, рассказ, метакоммуникативная вставка, своб, смех, монолог, метакоммуникативные вставки"
165,2017,Masevich,"середина, сталин, графика, продолжительные аплодисменты, политическая лексика, частотность, словосочетание, слово, начало, биграммы"
166,2017,Popova,"беседа, устная речь, такой образ, термин, случаи, работа, пример, материал, коллекция, единица"
167,2017,Popov,"чёрные лебеди, анализ, аномальные документы, поиск, задача, синтаксические связи, поиск аномалий, тексты, список, слово"
168,2017,Khokhlova,"биграмм, сравнение, работа, меры, результаты, время, другие меры, данная мера, числительные, корпус"
169,2017,Boyarsky,"словосочетание, существительное, слово, анализ, сочетание предлога, ближайшее контекст, удалённый контекст, предлог, корень, класс"
170,2017,Dubovik,"тексты, существительное, текст, публицистический стиль, стиль, художественные тексты, таблица, деловое стиль, данный параметр, работа"
171,2017,Martynenko,"частотные словари, порядковые статистики, порядковые статистика, таблы, статистика, состоятельность, медиана, друг, статистические оценки, ранговое распределение"
172,2017,Ogay,"частотные словари, визуализация, языковой информация, частность, работы, работа, авторские частотные словари, частотность, использование, друг"
173,2017,Blinova,"петровы, сидоровы, именные группы, кузнецовы, конструкция, элементы контекста, результаты поиска, настоящая статья, примеры, множественность"
174,2017,Kriukova,"тексты, друг, близость текстов, значение, семантическая близость текстов, результат, оценка, близость, корпус, русский язык"
175,2017,Sedova,"биграмм, корпус текстов, слово, существительное, корпус, выделение, биграммы, рамки, тематическая модель, язык"
176,2017,Zakharov,"хозяева, предлог, предлоги, русский язык, слуги, синтаксический словарь, семантические теги, золотова, семантическая разметка, первообразные предлоги"
177,2017,Sokolova,"словосочетание, словосочетания, ключевые слова, русский язык, ключевые слово, материал, работа, обучающая выборка, русскоязычные тексты, кандидаты"
178,2016,Moskvina,"правила, предложения, категориальная грамматика, синтаксический анализ, русский язык, разбор, грамматика, число, слово, основа"
179,2016,Popov,"синтаксический анализ, синтаксическая связь, лексическая сочетаемость, критерий, выполнение, синтаксические связи, выбор, взвешивание, алгоритм, такой образ"
180,2016,Masevich,"частотное поведение, русский язык, война, события, значение, число, годы, время, лексические единицы, пример"
181,2016,Khokhlova,"корпус, русский язык, тексты, корпусы, интернет, разные языки, список, сайты, объём, домены"
182,2016,Azarova,"русский язык, синсеты, интеграция, такой образ, настоящее время, тезаурус, ресурс, рамки, прилагательные, наречия"
183,2016,Pivovarova,"термины, данный исследование, франц, русский языки, переводные эквиваленты, частота встречаемости, корпус текстов, установление, терминологические словосочетания, переводные соответствия"
184,2016,Godgildieva,"русский язык, глагол, семантические роли, пример, актанты, предложения, глаголы, второе порядок, описание, лексема"
185,2018,Boikov,"рифмы, стиховой текст, рифмующиеся слова, созвучие, сверка строк, заударная часть, точность, рифма, поэтология, поиск"
186,2018,Sagmanova,"вопросительные реплики, опора, информант, первичная функции, структура, материал, количество, ударные слоги, сборник материалов, русский язык"
187,2018,Belov,"корпус, русский язык, тексты, частность, платные услуги, документы, договоры, локальные документы, текст, состав"
188,2018,Khokhlova,"сочетаемость, информация, база данных, словарь, словари, надежда, русский язык, возможность, таблица слов, существительное"
189,2018,Azarova,"предлоги, предлог, предложные конструкции, первообразные предлоги, посредство, помощь, дорога, семантическая рубрика, русский язык, производные предлогов"
190,2018,Chekmeneva,"слово, цвет, сочетание, цветообозначение, синестетические метафоры, поэтический подкорпус, наше исследование, цветы, прилагательные, корпус"
191,2018,Martynenko,"рассказ, русский язык, русский рассказ, жанр, русская формальная школа, русские писатели, сторона, произведения, основа, лингвист"
192,2018,Kirillova,"разметка, результаты, полная морфологическая разметка, частеречной разметка, система, обучающий корпус, тексты, текст, такой образ, русский язык"
193,2018,Sampetova,"слово, замена, автоматическое исправление опечаток, буква, клавиатура, вероятность, социальные сети, русский язык, каждое слово, триграмм"
194,2018,Mochalova,"предложения, вопросно-ответная система, работа, символ, пример, список, синтаксема, онтология, море, узлы онтологии"
195,2018,Mikoni,"отношение, пример, понятие, объём, агрегат, роль, женщина, содержание, связь, понятия"
196,2018,Shukshina,"русский язык, группа, основные цвета, словарь, слово, слова, процент употребления, цвет, оттенки, значение"
197,2018,Kogan,"корпус, лексические пучки, специальные цели, английский язык, список, немецкое язык, немецкий язык, корпусный менеджер, слова, частотные слова"
198,2018,Raikov,"когнитивная модель, глубокое обучение, настоящая работа, нейронная сеть, большие данные, число, факторы, учёт, участники, рисунок"
199,2018,Karyaeva,"извлечение, термин, википедия, предметная область, термины, использование, лексико-синтаксические шаблоны, часть, работа, семантические отношения"
200,2018,Masevich,"фамилия, графика, форма, кривые, кривая, товарищ, сталин, ельцин, частотное поведение, хрущёв"
201,2020,Mikoni,"менеджмент качества, слово, отношение, качество, управление, работа, определение понятия, функция, роль, организация"
202,2020,Grebennikov,"целое, корпус, русский язык, чехов, материалы, материал, бунин, андреев, частотный словарь, русские рассказы"
203,2020,Bakhvalov,"правила, правило, ошибка, подходы, основа, набор данных, машинное обучение, ошибки, редактор, детектор"
204,2020,Korablinov,"сущность, вопросно-ответный поиск, список, вопрос, базы знаний, фрагменты, токены, задание, время, краудсорсинговая платформа"
205,2020,Khokhlova,"машинное обучение, русский язык, слово, работа, основа, лексические конструкции, существительное, оценка, методы, словарь"
206,2020,Kuznetsova,"корпус, студенты, биотехнология, соса, специальные цели, курс, корпусы, английский язык, специальность, работа"
207,2020,Sokolova,"ядро, частность, тексты, дискурсивная разметка, разметка, первый случай, структура, сравнение, отношения, статья"
208,2020,Rogov,"достоевский, время, текст, существительное, анализ, тексты, сильные позиции текста, эпоха, фрагменты, работа"
