Index,Year,Name,KW
47,2014,Peskova,"электронного голосования, голосования, электронного, избирателей, выборов, избиратель, дистанционного электронного, система, систем голосования, Интернет"
48,2014,Zakharov,"мер ассоциации, мер, словарь, ассоциации, основе, Меры, основе мер, Sketch Engine, различных мер, основе различных"
49,2014,Filippova,"массовой коммуникации, СМИ, России, Бразилии, коммуникации, общества, массовой, СМИ России, Аудитории СМИ, развития"
50,2014,Mbogo,"Open Archives, Archives Initiative, научных, Open, Open Journal, Journal System, научной, современное общество, статей, Интернет"
51,2014,Borisov_Zakharkina,"Новой сцены, трансляции, Новой, плеер, Портал Новой, возможность, Введение Старейший, сцены, портале, портала"
52,2014,Kulik,"общества, демократии, власти, США, правления, граждан, партийной демократии, партии, сетевого общества, государства"
53,2014,Pimenov,"путеводителя, информации, Environment Control, рубрик, Conservation, ссылок, документов, консервации документов, поиска, тематических рубрик"
54,2014,Smirnov,"распознавания, результатов распознавания, результатов, системы, документов, OCR, ошибок распознавания, оптического распознавания, OCR системы, ошибок"
55,2014,Makarov,"библиотеки, ПГНИУ, университета, библиотека, Сушин Пермский, высшем образовании, библиотеке ПГНИУ, вуза, Пермского университета, библиотека Пермского"
56,2014,Noskov,"лекции, видео, МООК, лекций, Щеглов Новосибирский, мультимедиа лекций, например, МЛ-студии, демонстрационного ряда, типов"
57,2014,Koshcheeva,"выполнять, словосочетаний, глагольно-именных словосочетаний, глагола выполнять, устойчивых словосочетаний, выделения, глагола, частеречной принадлежности, глагольно-именных, коллоката"
58,2014,Lavrentyev,"учебного процесса, Blended learning, смешанного обучения, обучения, учебного, процесса, Blended, учебного курса, learning, организации учебного"
59,2014,Belova,"Нижегородской области, гражданин Нижегородской, Нижегородской, Электронный гражданин, компьютерной грамотности, Правительство Нижегородской, области, Электронный, сети интернет, проекта"
60,2014,Vtiurina,"государственных услуг, электронного правительства, Единого портала, портала государственных, услуг, электронных услуг, портала, государственных, электронного, правительства"
61,2014,Borisov,"Александринского театра, Новой сцене, Новой, сцене Александринского, театра, Александринского, AXIS, театральных, Wowza Streaming, Интернет"
62,2013,Yakushev,"социальной сети, сети, пользователей, связей, реальном мире, социальной, данных, сети Vkontakte, Знакомы, реальном"
63,2013,Talbonen,"коллекции, коллекции изображений, изображений, поиска, Выполнять, Рогов Петрозаводский, программный комплекс, основе, помощью, информации"
64,2013,Platonov,"ДВО РАН, РАН, отделения РАН, Дальневосточного отделения, научных, Интернет, ДВО, сайта, Cybermetrics Lab, Института"
65,2013,Bogomolova,"предметной области, государственного управления, онтологии, государственное управление, управления, статистического наблюдения, УИС РОССИЯ, области, онтологии предметной, показателей"
66,2013,Novolodskaya,"сети, человека, культуры, становится, сети Интернет, пространстве Сети, Иоанном Гутенбергом, глобальной сети, новые, информации"
67,2013,Ivanchenko,"мобильных устройств, мобильных технологий, мобильных, студентов, преподавателей, устройств, среди преподавателей, технологий, среди студентов, применения мобильных"
68,2013,Lipuntsov,"данных, модели данных, открытых данных, обмена, статистических данных, области, модели, проекта, сущности, предметной области"
69,2013,Karnup,"сети Интернет, Интернет, общения, сети, Twitter, русский язык, языка, английского языка, коммуникации, микроблогов Twitter"
70,2013,Mbogo,"Open Archives, Archives Initiative, информационного общества, научных, Open, научной, исследований, научных исследований, информационных систем, информации"
71,2013,Bershadskaya,"электронного правительства, электронного, правительства, социальных медиа, услуг электронного, социальных, услуг, социальных сетей, государственных услуг, РОИ"
72,2013,Peskova,"облачных, безопасности, облачных вычислений, данных, облачных технологий, облако, степень, Степень полезности, Service, Cloud"
73,2013,Trakhtenberg,"государственных услуг, услуг, Портал государственных, муниципальных услуг, государственных, электронном виде, Портал, услуги, портала, исследования"
74,2013,Ruzanova,"Республики Карелия, муниципальных услуг, Карелия, Республики, власти Республики, услуг Республики, услуг, Правительства Республики, государственных услуг, электронного правительства"
75,2013,Solovjova,"учебного материала, учебных материалов, материалов, учебного, дидактических материалов, материала, преподавателей, учебных, ООД, создания мультимедийных"
76,2013,Zakharkina_Mbogo,"проекта, проектов, Drupal, реализации, творческих проектов, является, творческих, Drupal является, позволяет, возможности"
77,2013,Grigoryuk,"данных, базе данных, данными, Модель данных, Брагинская Институт, Google Maps, Модель, анализа, данные, экспериментов"
78,2013,Brodovskaya,"World Internet, The, Internet, Internet Project, World, the within, within the, the framework, the Internet, the perception"
79,2013,Boyarsky,"слова, омонимии, слов, слово, анализа, предложения, словосочетание, существительное, является, SemSin"
80,2013,Brodovskaya,"World Internet, Internet Project, реализованного Московским, Московским государственным, результаты исследования, отражены некоторые, некоторые результаты, государственным гуманитарным, гуманитарным университетом, университетом имени"
81,2013,Arzumanyan,"информации, Онтологии, концептуальных карт, концептуальных, области, предметной области, восприятие информации, представления, поиска, структуризации информации"
82,2013,Aksarin,"Новой сцены, сцены Александринского, Александринского театра, Новой, интернет, сцены, открытии Новой, театра, сети интернет, Александринского"
83,2013,Moiseichev,"Creative Commons, свободных лицензий, Лицензии Creative, Creative, Commons, лицензий, Свободные лицензии, свободных, лицензии, России"
84,2013,Boykov,"Тезауруса, термина, Стих, поэтологии, III, Примеры, ТСТ, стопный стих, равносложный стих, Поля ТСТ"
85,2013,Koltsova,"постов, количество, Количество комментариев, комментариев, количество постов, блоггеров, распределения, темы, темам, LDA"
86,2013,Markarova,"информации, информационного общества, образования, электронной библиотеки, информационного, системы, библиотеки, управления, образовательных, обработки информации"
87,2013,Tolstikova,"социального взаимодействия, коммуникации, социальных сетей, социальных, социального, взаимодействия, Интернет, общения, жизни, культуры"
88,2013,Juk,"социальных сетей, сети, социальные сети, социальных, социальных сетях, информации, Антипиратский закон, исследования, Антипиратский, сетей"
89,2013,Dyakova,"электронного правительства, Китае, развития электронных, развития, правительства, электронного, электронных услуг, развития человеческого, индексу развития, власти"
90,2013,Bogoraz,"проникновение, тестов, безопасности, тестирования, уязвимостей, проведения тестов, Security Testing, Digital Security, Security, оценки"
91,2013,Shustrova,"театра, Театр, современного театра, Новые, Грэм Вик, технологии, спектакля, виртуальный театр, Новые технологии, Виртуальные технологии"
92,2013,Grigorieva,"пожилых, пожилых людей, ИКТ, обучение пожилых, пожилых ИКТ, социальных, социального исключения, обучение, России, людей"
93,2013,Karbovskii,"ММС, экстремальных ситуациях, ситуациях, пользователей ММС, экстремальных, принятия решений, эвакуации, населения, чрезвычайных ситуациях, ситуации"
94,2013,Shubinskiy,"сети Интернет, Интернет, сети, детей, интернете, Системы, курса, курс, информации, ЦАИР"
95,2013,Lyapin,"библиотеки, полнотекстового поиска, поиска, например, электронной библиотеки, абзацев, запроса, полнотекстовой библиотеки, одиночество, сервисов"
96,2013,Zakharkina,"информационных систем, CMS, материалов, реализации, культурного наследия, дальнейшего развития, контента, проекта, разработки, ресурса"
97,2013,Masloboev,"МИАС БВР, управления безопасностью, поддержки управления, управления, региональной безопасности, задач управления, управления региональной, безопасности, МИАС, БВР"
98,2013,Bolgov,"электронной демократии, электронного участия, демократии, электронной, электронного, участия, механизмов электронной, России, разных странах, электронного правительства"
99,2013,Sidorova,"органов власти, власти, органов, сайтов, Алтайского края, власти Алтайского, региональных органов, сайтов органов, информации, Алтайского"
100,2013,Chizhik,"сети Интернет, сети, Интернет, продукта, информации, является, мультимедийного продукта, Необходимо отметить, рекламной акции, случае"
101,2013,Voroshilov,"фактографической информации, работы, студентов, курсовой работы, информации, студента, работы студента, фактографической, работы студентов, самостоятельной работы"
102,2013,Ivanko,"Shifted Delta, Delta Cepstra, SDC, признаков SDC, идентификации языка, признаков, VAD, MFCCs, языка, СИЯ"
103,2013,Evtushenko,"управления, системы управления, системы, числе, процессов, система, процессно-проектного управления, управления изменениями, систем, дальнейшем"
104,2013,Pijavskij,"фактографической информации, информации, фактографической, лексем, атомов, поиска фактографической, кластера, АтБД, поиска, виде"
105,2013,Brodovskaya,"глобальной сети, политической субъектности, Интернет, Интернете, Интернета, россиян, пространстве Интернет, глобальной, политической, действия властей"
106,2013,Chirkin,"данных, например, извлечения данных, страницы, извлечения, извлечение, сайта, data, страниц, следует"
107,2013,Prokudin,"Российской Федерации, электронного государства, государственных услуг, Информационное общество, электронного правительства, сети Интернет, электронного, услуг, государственной власти, концепции электронного"
108,2013,Adrova,"хеширования, алгоритмов хеширования, SCRYPT, паролей, раундов, алгоритмов, BCRYPT, Полежаев Оренбургский, GOST, Алгоритм"
109,2013,Bikkulov,"подростковых самоубийств, самоубийств, социальных медиа, социальных, подростковых, социальных сетях, сообщений, СМИ, самоубийств среди, медиа"
110,2013,Gorelik,"регистрации, регистрации паспорта, паспорта, электронной регистрации, пользователя, электронной, Процедура регистрации, процессе регистрации, Процедура, Введение Стремление"
111,2013,Kovalevsky,"Активная сейсмология, активной сейсмологии, Активная, области активной, сейсмология, РАН, данных, научных исследований, исследований, активной"
112,2015,Artemova,"паруса, Латинские паруса, Российской Федерации, Университет ИТМО, предметной области, слова, текстов, Таким образом, Латинские, терминов"
113,2015,Adaskina,"документов, классификации, выборки, параметров, просмотренных документов, задачи классификации, классификации текстов, связи, полноты, синтаксические связи"
114,2015,Pevzner,"потока, ВАЛЕРИЯ РУБАШКИНА, СВЕТЛОЙ ПАМЯТИ, ПАМЯТИ МОЕГО, МОЕГО ДРУГА, ДРУЖЕСТВЕННОГО ОППОНЕНТА, ОППОНЕНТА ВАЛЕРИЯ, web sites, сообщения, пользователя"
115,2015,Erkimbaev,"UDS, Онтологии, классов, свойств, рис, например, наноматериалов, области, ChEBI, описания"
116,2015,Belkin,"области знаний, знаний, области, Историческая демография, сети, элементарных знаний, Историческая, сети области, предметной области, сетей"
117,2015,Salin,"семантической кластеризации, кластеризации, гипертекстовой структуры, семантической, переходов, статистики переходов, гипертекстовой, кластеризации гипертекстовой, структуры, метод семантической"
118,2015,Leontyeva,"текста, Онтологии, системы АПТ, АПТ, знаний, понимания текста, системы, Онтологии знаний, понимания, текстов"
119,2015,Zakharov,"данных, русского языка, языка, больших, НКРЯ, Google Books, корпусов, данные, сочетаний, больших корпусов"
120,2015,Kanygin,"РАН, РИД РАН, АСУ РИД, знания, ДОКТОР НАУК, ФАНО, ЖИТЕЛЬ ГОРОДА, НАУК, РИД, АСУ"
121,2015,Alexeeva,"слов, словаря, текстов, вероятностных слов, документов, окрашенных слов, слова, социально-политической, словарь, коллекции"
122,2015,Pronoza,"анализа тональности, отзывов, признаков, анализа, аспектов, корпуса, корпуса отзывов, тональности отзывов, данной работе, анализа корпуса"
123,2015,Boyarsky,"следует сущ, сущ, стоит сущ, словосочетанием следует, прил, предлог, словосочетания стоит, словосочетанием, следует, стоит"
124,2023,Khodorkovsky,"сущности, информации, информация, Сведения, системы, свойства, деятельности, деятельности системы, свойства сущности, обозначение"
125,2023,Melnichuk,"русском языке, текста, текстов, модель, слов, суммаризации, Модели, BLEU, русском, языке"
126,2023,Maksimov,"информации, информация, Свойства информации, свойства, свободной информации, свойство, взаимодействия, области, которое, связанной информации"
127,2023,Lokalina,"слова, слова вообще, Рис, конструкции, отсловасовсем, языка, рис., вообще, контекст, сказуемое"
128,2023,Chizhik,"точки зрения, текстов, Таким образом, векторизации, анализа тональности, анализа, данных, тональности, социальных, слов"
129,2023,ChizhikEgorov,"рис, данных, симптомов, пациентов, Поэтому, симптома, модель, модели, является, логистической регрессии"
130,2023,Tatur,"названия, базы отдыха, оценок, названия торговой, сфере, торговой марки, неймингов, сфер, нейминга, сферах"
131,2023,Bikova,"эмо, текст, дзи, лемматизированный текст, пунктуацией, Logistic Regression, текста, пунктуации, BoW, лемматизированный"
132,2023,Gavrilkina,"отношений, ролей, роль, сущностей, роли, идентификации ролей, ролей сущностей, Причина, определена роль, сущности"
133,2024,MitrofanovaGolubev,"меток, моделей, корпуса ТКиКЛ, Темы, корпуса, генерации меток, NMF, помощью алгоритма, помощью, тематических моделей"
134,2024,MitrofanovaAdamova,"ключевых выражений, текстов, ключевых, IMS, корпуса, выражений, IMS CompLing, корпуса ТКиКЛ, текста, ключевых слов"
135,2024,Sukhan,"данных, корпуса, визуализации, графа, статей, например, авторов, визуализации метаданных, Gephi, метаданных корпуса"
136,2024,Vybornaya,"предлог, предлогов, предложных конструкций, первообразных предлогов, конструкций, контекстов, синтаксемы, данных предложных, предлога, синтаксема"
137,2024,Belkin,"данных, отзывов, данные, отзывы, анализа тональности, набор данных, пользователей, тональности, количество, отзывах"
138,2021,Chizhik,"слов, данных, LDA, LSA, количество слов, набор данных, тематического моделирования, темы, количество, набор"
139,2021,Mikoni,"понимания, понятия, является, термин, текста, определение понятия, Смысл, термина, слова, слово"
140,2021,Maksimov,"поиска, онтологии, позволяет, информационного поиска, вершин, механизмов поиска, графа онтологии, текста, механизма поиска, решения"
141,2021,Golitsina,"элементарных фактов, определений понятий, отношений, поискового образа, например, Определение понятия, определений, элементарных, связь, текста"
142,2021,Antopolskii,"ЛИР, CLARIN, российских ЛИР, данных, области ЛИР, Количество ЛИР, например, использование ЛИР, Лингвистические, созданию ЛИР"
143,2021,Boyarsky,"предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные"
144,2021,Mengliev,"узбекского языка, языка, узбекского, морфологического анализатора, база данных, морфологического, данных, морфоанализатора узбекского, анализатора, билан"
145,2019,Khokhlova,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, Фишера, мер ассоциации, данных, например"
146,2019,Ivanova,"игры, глаголы, США, мировой войны, Первой мировой, Видеоигры, видеоигр, военные игры, войны, играх"
147,2019,Boyarsky,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название"
148,2019,Boikov,"имеет место, слоговым объемом, min, max, икте, Объемные показатели, междуиктовых интервалов, Стих, место ударение, слова"
149,2019,Martynenko,"предложения, членов предложения, фигур, табл, синтаксических фигур, Мартыненко, Бехагеля, предложения следует, структуры, членов"
150,2019,Chekmeneva,"области цели, Метафора, области, метафоры, музыка, слова, является, области источника, цели, Метафора является"
151,2019,Antipenko,"русского языка, РАС, языка, слов, слова, РДТ, сети Facebook, Facebook, данных, русского"
152,2019,Mikoni,"управления, объекта управления, понятия, объекта, понятий, является, объект, система управления, субъект управления, определения"
153,2019,Komarova,"корпусе, фразеологизмов, корпусе СОСА, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, СОСА, корпусной лингвистики"
154,2019,Masevich,"прилагательных цвета, цвета, прилагательных, семантического поля, поля, семантических полей, семантическое поле, поле, полей, семантических"
155,2019,Perminov,"метрик, Атрибут, интерфейса, является, взаимодействия, интерфейс, онтология, области, количество, OWL"
156,2019,Zhang,"империя, русского языка, языка, Толковый словарь, семантических полей, интеллект-карты, Словарь русского, словарь, Sketch Engine, является"
157,2019,Moskvina,"предлогов, данных, базы данных, предложных конструкций, конструкций, предлога, предложных, значения, базы, значения предлогов"
158,2019,Popova,"прагматических маркеров, речи, маркеров, прагматических, говорящего, роли, корпусных данных, устной речи, единиц, социальных"
159,2017,Kurochkina,"коллокаций, Коллокации, устойчивых словосочетаний, слова, словарях, кандидаты, база, золотого стандарта, извлечения коллокаций, словосочетания"
160,2017,Kislov,"вместо, китайском языке, букв, китайского языка, языка, китайском, языке, Китае, иероглифов, китайского"
161,2017,Goryunova,"предметной области, предметной, специализированной предметной, области, ЯЗЫКА UML, ОНТОЛОГИЙ, ИСПОЛЬЗОВАНИЕ ЯЗЫКА, связана, модели предметной, классификации онтологий"
162,2017,Temirova,"МГУ имени, АБУСУПЬЯНА АКАЕВА, языковая семья, КОРПУС, ИМЕНИ АБУСУПЬЯНА, КОРПУС ИМЕНИ, ПОЛИЛИНГВАЛЬНЫЙ КОРПУС, НАЦИОНАЛЬНЫЙ ПОЛИЛИНГВАЛЬНЫЙ, Москва Несмотря, корпуса"
163,2017,Smirnova,"базе данных, лексической базе, данных, тибетском языке, лексической, базе, Например, языке, композитов, тибетском"
164,2017,Zaides,"низкий УРК, УРК, высокий УРК, средний УРК, низкий, пересказ несюж., Метакоммуникативная вставка, пересказ сюж., экстр., пересказ"
165,2017,Masevich,"Аплодисменты, Google Books, Продолжительные аплодисменты, Бурные аплодисменты, видно, Санкт-Петербургский государственный, сталинские, частотного поведения, период, временной период"
166,2017,Popova,"устной речи, речи, единиц, единицы, такой-сякой, Таким образом, единицы такой-сякой, Беседа, Эхо Москвы, коллекции НКРЯ"
167,2017,Popov,"ЧЕРНЫЕ ЛЕБЕДИ, слов, Задача, связей, ТЕКСТА, анализа, документов, аномалий, текстов, корпуса"
168,2017,Khokhlova,"мера, биграмм, меры, мер, сочетаний, результаты, количество, данная мера, количество сочетаний, наибольшее количество"
169,2017,Boyarsky,"словосочетание, ближайшем контексте, предлога, следует слово, сочетанием предлога, слово, является словосочетание, контексте, ним следует, Наречные обороты"
170,2017,Dubovik,"текстов, стиля, стилей, тексты, стиль, делового стиля, значение, существительное, текста, текстах"
171,2017,Martynenko,"порядковых статистик, частотных словарей, объема выборки, объема, статистик, частотных, статистики, порядковых, словарей, выборки"
172,2017,Ogay,"МОДЕЛИРОВАНИЕ СЛОВАРЕЙ, СЛОВАРЕЙ ОПИСАНИЙ, языковой информации, ОПИСАНИЙ ДОКЕМБРИЙСКИХ, частотных словарей, ВЯИ, информации, СЛОВАРЕЙ, частотные словари, информации Важной"
173,2017,Blinova,"типа, Pl.Pej, именных групп, форм, множественного пейоративного, формы, сидоровых, множественного, групп, форм Pl.Pej"
174,2017,Kriukova,"близости текстов, текстов, семантической близости, близости, метрик близости, DKPro Similarity, Similarity, семантической, оценки, метрик"
175,2017,Sedova,"текстов, слов, корпуса текстов, биграмм, модели, корпуса, алгоритма, модель, тематической модели, слова"
176,2017,Zakharov,"предлогов, русского языка, значения, значения предлогов, первообразных предлогов, текста, языка, семантики предлогов, значения предлога, семантических"
177,2017,Sokolova,"ключевых слов, слов, KEA, слова, Ключевые слова, словосочетания, ключевых, работы, алгоритма KEA, работы KEA"
178,2016,Moskvina,"NUMBER, CASE, GENDER, NLTK, PERS, правила, синтаксического, грамматики, например, предложения"
179,2016,Popov,"синтаксического анализа, синтаксической связи, структуры, анализа, CYK, вес, алгоритм CYK, составляющих, синтаксических связей, синтаксического"
180,2016,Masevich,"Ngram Viewer, Google books, частотного поведения, Books Ngram, лексических единиц, Google, русского языка, текстов, Войны, исследования"
181,2016,Khokhlova,"русского языка, Araneum Russicum, млн слов, русского, текстов, корпус, языка, слов, корпуса, тексты"
182,2016,Azarova,"PWN, русского языка, языка, YARN, ресурсов, тыс, данных, RussNet, тезаурус, проекта"
183,2016,Pivovarova,"Adj, корпуса текстов, текстов, переводных, корпуса, данного исследования, терминов-кандидатов, терминологических, термины, выделения"
184,2016,Godgildieva,"русского языка, языка, Verbalex, русского, глагола, чешского языка, словаря, словаря валентностей, валентности, семантических ролей"
185,2018,Boikov,"стихового текста, рифмующихся слов, согласных, рифмы, рифма, слов, текста, кортежей согласных, гласных, стихового"
186,2018,Sagmanova,"ВОПРОСИТЕЛЬНЫХ РЕПЛИК, РЕПЛИК, КРАТКИХ ВОПРОСИТЕЛЬНЫХ, ВОПРОСИТЕЛЬНЫХ, ОСОБЕННОСТИ РЕАЛИЗАЦИИ, РЕАЛИЗАЦИИ КРАТКИХ, РЕЧИ, реализации вопросительных, устной речи, ДИАЛОГИЧЕСКОЙ РЕЧИ"
187,2018,Belov,"текстов, русского языка, документов, Корпус, документы, правила, локальных документов, языка, правила поведения, например"
188,2018,Khokhlova,"данных, сочетаемости, база данных, языка, русского языка, словосочетания, token start, слов, представлены, база"
189,2018,Azarova,"предложных конструкций, предлогов, сквозь, ipm, конструкций, предложных, Предлог, производных предлогов, Производный предлог, предлога"
190,2018,Chekmeneva,"цвет, сочетания, цвета, красный, метафоры, частотными оказались, белый, синий, фиолетовый, слово"
191,2018,Martynenko,"антологии русского, антологии, русского, русского языка, русского рассказа, языка, русской, рассказа, русской формальной, литературы"
192,2018,Kirillova,"NLTK, разметки, Universal Dependencies, морфоанализатора, Dialogue Evaluation, НКРЯ, текстов, работы морфоанализатора, частеречной разметки, OpenCorpora"
193,2018,Sampetova,"ИСПРАВЛЕНИЯ ОПЕЧАТОК, АВТОМАТИЧЕСКОГО ИСПРАВЛЕНИЯ, РЕАЛИЗАЦИЯ АЛГОРИТМА, ОПЕЧАТОК, ИСПРАВЛЕНИЯ, АЛГОРИТМА, АВТОМАТИЧЕСКОГО, слово, слова, РУССКОЯЗЫЧНЫХ ТЕКСТАХ"
194,2018,Mochalova,"текста, онтологии, itfru, системы, вопросно-ответной системы, частей текста, обработки текста, ПРИЗНАК, ДЕЙСТВИЕ, СИМВОЛ"
195,2018,Mikoni,"понятия, понятий, Понятие, связи, содержание понятия, является, Отношение, связь, деления, abi"
196,2018,Shukshina,"основных цветов, русского языка, слова, слов, цвета, употребления, цветов, группы, значений, основных"
197,2018,Kogan,"слов, лексических пучков, частотных слов, the, лексических, языка, специальных целей, корпуса, пучков, частотных лексических"
198,2018,Raikov,"когнитивной модели, модели, когнитивной, настоящей работе, принятия решения, решения, данных, глубокого обучения, документов, факторов"
199,2018,Karyaeva,"Википедии, отношений, отношения, извлечения, Отношение, предметной области, терминов, извлечения отношений, отношения меронимии, русской Википедии"
200,2018,Masevich,"Google Books, Winston Churchill, Ngram Viewer, Books Ngram, Churchill, рис, частотного поведения, имен, рис., кривые"
201,2020,Mikoni,"определения понятия, понятия, менеджмент качества, определения, слова, качества, понятий, менеджмент, подход, слов"
202,2020,Grebennikov,"русского языка, языка, рассказов, русских рассказов, целом, русского, Корпуса, словарей, частотных, слов"
203,2020,Bakhvalov,"ошибок, данных, правил, генерации правил, правила, набора данных, правило, ошибки, генерации, набора"
