Words;Frequencies;Ranks;Logarithm of Frequencies;Logarithm of ranks
характеристик;5;57;0.6989700043360187;1.7558748556724912
которых;5;58;0.6989700043360187;1.7634279935629371
являются;5;59;0.6989700043360187;1.7708520116421442
новых;5;60;0.6989700043360187;1.7781512503836434
лингводидактики;5;61;0.6989700043360187;1.785329835010767
использованию;5;62;0.6989700043360187;1.7923916894982537
статьях;5;63;0.6989700043360187;1.7993405494535815
свободном;5;64;0.6989700043360187;1.8061799739838869
разделе;5;65;0.6989700043360187;1.8129133566428552
примеры;5;66;0.6989700043360187;1.8195439355418683
школы;5;67;0.6989700043360187;1.8260748027008262
эти;5;68;0.6989700043360187;1.8325089127062362
корпусного;5;69;0.6989700043360187;1.8388490907372552
платформе;5;70;0.6989700043360187;1.845098040014257
курс;5;71;0.6989700043360187;1.851258348719075
учебных;5;72;0.6989700043360187;1.8573324964312683
др;5;73;0.6989700043360187;1.8633228601204557
слов;5;74;0.6989700043360187;1.8692317197309762
мини;5;75;0.6989700043360187;1.8750612633916997
план;5;76;0.6989700043360187;1.8808135922807911
й;5;77;0.6989700043360187;1.8864907251724818
введение;4;78;0.6020599913279623;1.8920946026904801
развитие;4;79;0.6020599913279623;1.8976270912904412
этого;4;80;0.6020599913279623;1.9030899869919433
проекта;4;81;0.6020599913279623;1.9084850188786497
публикации;4;82;0.6020599913279623;1.9138138523837167
работе;4;83;0.6020599913279623;1.919078092376074
исследований;4;84;0.6020599913279623;1.9242792860618814
статье;4;85;0.6020599913279623;1.9294189257142926
развития;4;86;0.6020599913279623;1.9344984512435675
материалах;4;87;0.6020599913279623;1.9395192526186182
отсутствие;4;88;0.6020599913279623;1.9444826721501687
обучающихся;4;89;0.6020599913279623;1.9493900066449126
широкому;4;90;0.6020599913279623;1.9542425094393248
созданных;4;91;0.6020599913279623;1.9590413923210932
доступен;4;92;0.6020599913279623;1.9637878273455551
средней;4;93;0.6020599913279623;1.968482948553935
русского;4;94;0.6020599913279623;1.9731278535996983
заданиями;4;95;0.6020599913279623;1.9777236052888476
соса;4;96;0.6020599913279623;1.9822712330395682
теме;4;97;0.6020599913279623;1.9867717342662448
корпусом;4;98;0.6020599913279623;1.9912260756924949
вяткиной;4;99;0.6020599913279623;1.9956351945975497
целью;4;100;0.6020599913279623;2.0
ленко;4;101;0.6020599913279623;2.0043213737826426
шиманска;4;102;0.6020599913279623;2.008600171761917
курса;4;103;0.6020599913279623;2.012837224705172
применения;4;104;0.6020599913279623;2.0170333392987803
самообразования;4;105;0.6020599913279623;2.021189299069938
моок;4;106;0.6020599913279623;2.02530586526477
записи;4;107;0.6020599913279623;2.0293837776852093
канале;4;108;0.6020599913279623;2.0334237554869494
продолжительностью;4;109;0.6020599913279623;2.0374264979406234
функции;4;110;0.6020599913279623;2.041392685158225
университете;4;111;0.6020599913279623;2.045322978786657
п;4;112;0.6020599913279623;2.049218022670181
навыков;4;113;0.6020599913279623;2.0530784434834195
разработаны;4;114;0.6020599913279623;2.0569048513364723
студентов;4;115;0.6020599913279623;2.0606978403536114
которая;4;116;0.6020599913279623;2.064457989226918
руководством;4;117;0.6020599913279623;2.0681858617461617
речи;4;118;0.6020599913279623;2.0718820073061255
слова;4;119;0.6020599913279623;2.0755469613925306
разных;4;120;0.6020599913279623;2.0791812460476247
контексте;3;121;0.47712125471966244;2.08278537031645
интернета;3;122;0.47712125471966244;2.086359830674748
открытое;3;123;0.47712125471966244;2.0899051114393976
образование;3;124;0.47712125471966244;2.093421685162235
информацию;3;125;0.47712125471966244;2.0969100130080562
е;3;126;0.47712125471966244;2.1003705451175625
открытые;3;127;0.47712125471966244;2.103803720955957
целей;3;128;0.47712125471966244;2.107209969647868
рекомендациях;3;129;0.47712125471966244;2.110589710299249
развитию;3;130;0.47712125471966244;2.1139433523068365
открытого;3;131;0.47712125471966244;2.117271295655764
открытой;3;132;0.47712125471966244;2.1205739312058496
образования;3;133;0.47712125471966244;2.123851640967086
иностранных;3;134;0.47712125471966244;2.1271047983648073
исследователи;3;135;0.47712125471966244;2.130333768495006
список;3;136;0.47712125471966244;2.1335389083702174
обзор;3;137;0.47712125471966244;2.1367205671564067
науки;3;138;0.47712125471966244;2.1398790864012365
научных;3;139;0.47712125471966244;2.143014800254095
конференций;3;140;0.47712125471966244;2.1461280356782377
показал;3;141;0.47712125471966244;2.1492191126553797
проведенный;3;142;0.47712125471966244;2.1522883443830563
преподавания;3;143;0.47712125471966244;2.1553360374650614
разные;3;144;0.47712125471966244;2.1583624920952493
базе;3;145;0.47712125471966244;2.1613680022349744
корпусах;3;146;0.47712125471966244;2.1643528557844367
педагогической;3;147;0.47712125471966244;2.1673173347481756
сайта;3;148;0.47712125471966244;2.170261715394957
темы;3;149;0.47712125471966244;2.173186268412274
уже;3;150;0.47712125471966244;2.176091259055681
качестве;3;151;0.47712125471966244;2.1789769472931693
мнению;3;152;0.47712125471966244;2.181843587944772
разработанных;3;153;0.47712125471966244;2.1846914308175984
деятельности;3;154;0.47712125471966244;2.187520720836463
специального;3;155;0.47712125471966244;2.1903316981702914
способы;3;156;0.47712125471966244;2.1931245983544616
доступны;3;157;0.47712125471966244;2.1958996524092336
рассмотрим;3;158;0.47712125471966244;2.1986570869544226
есть;3;159;0.47712125471966244;2.2013971243204513
ряд;3;160;0.47712125471966244;2.2041199826559246
коллекции;3;161;0.47712125471966244;2.2068258760318495
курсы;3;162;0.47712125471966244;2.2095150145426303
доступных;3;163;0.47712125471966244;2.2121876044039577
разместил;3;164;0.47712125471966244;2.214843848047698
своем;3;165;0.47712125471966244;2.217483944213906
роликов;3;166;0.47712125471966244;2.220108088040055
фолл;3;167;0.47712125471966244;2.2227164711475833
программы;3;168;0.47712125471966244;2.2253092817258624
версии;3;169;0.47712125471966244;2.2278867046136734
менеджера;3;170;0.47712125471966244;2.2304489213782737
примером;3;171;0.47712125471966244;2.2329961103921536
категории;3;172;0.47712125471966244;2.2355284469075487
квинсленда;3;173;0.47712125471966244;2.2380461031287955
эту;3;174;0.47712125471966244;2.2405492482825995
важно;3;175;0.47712125471966244;2.2430380486862944
изучаются;3;176;0.47712125471966244;2.2455126678141495
известных;3;177;0.47712125471966244;2.2479732663618064
вебинары;3;178;0.47712125471966244;2.2504200023088936
классов;3;179;0.47712125471966244;2.252853030979893
презентации;3;180;0.47712125471966244;2.255272505103306
инструкция;3;181;0.47712125471966244;2.2576785748691846
учащихся;3;182;0.47712125471966244;2.2600713879850747
разным;3;183;0.47712125471966244;2.2624510897304293
примеров;3;184;0.47712125471966244;2.2648178230095364
уроки;3;185;0.47712125471966244;2.2671717284030133
представлены;3;186;0.47712125471966244;2.2695129442179165
множественного;3;187;0.47712125471966244;2.271841606536499
числа;3;188;0.47712125471966244;2.2741578492636796
ресурс;3;189;0.47712125471966244;2.276461804173244
виде;3;190;0.47712125471966244;2.278753600952829
предложения;3;191;0.47712125471966244;2.281033367247727
видеосюжета;3;192;0.47712125471966244;2.2833012287035492
вопроса;3;193;0.47712125471966244;2.2855573090077734
своей;3;194;0.47712125471966244;2.287801729930226
практике;3;195;0.47712125471966244;2.290034611362518
корпусная;2;196;0.30102999566398114;2.2922560713564755
парадигмы;2;197;0.30102999566398114;2.294466226161593
науку;2;198;0.30102999566398114;2.296665190261531
годы;2;199;0.30102999566398114;2.2988530764097064
тренд;2;200;0.30102999566398114;2.301029995663981
будапештская;2;201;0.30102999566398114;2.3031960574204886
инициатива;2;202;0.30102999566398114;2.305351369446624
открытый;2;203;0.30102999566398114;2.3074960379132126
тысячи;2;204;0.30102999566398114;2.3096301674258983
всех;2;205;0.30102999566398114;2.311753861055754
составления;2;206;0.30102999566398114;2.3138672203691533
автора;2;207;0.30102999566398114;2.3159703454569174
оон;2;208;0.30102999566398114;2.3180633349627615
юнеско;2;209;0.30102999566398114;2.320146286111054
открытыми;2;210;0.30102999566398114;2.322219294733919
образовательными;2;211;0.30102999566398114;2.3242824552976926
ресурсами;2;212;0.30102999566398114;2.326335860928751
высшего;2;213;0.30102999566398114;2.3283796034387376
ресурсах;2;214;0.30102999566398114;2.3304137733491905
изучение;2;215;0.30102999566398114;2.332438459915605
собраны;2;216;0.30102999566398114;2.3344537511509307
ресурсы;2;217;0.30102999566398114;2.3364597338485296
обладают;2;218;0.30102999566398114;2.3384564936046046
использование;2;219;0.30102999566398114;2.340444114840118
дополняют;2;220;0.30102999566398114;2.342422680822206
результатов;2;221;0.30102999566398114;2.34439227368511
прикладной;2;222;0.30102999566398114;2.3463529744506384
последние;2;223;0.30102999566398114;2.3483048630481607
материале;2;224;0.30102999566398114;2.3502480183341623
авторитетных;2;225;0.30102999566398114;2.3521825181113623
англоязычных;2;226;0.30102999566398114;2.3541084391474008
болтон;2;227;0.30102999566398114;2.3560258571931225
вяткина;2;228;0.30102999566398114;2.3579348470004535
условиях;2;229;0.30102999566398114;2.359835482339888
другими;2;230;0.30102999566398114;2.3617278360175926
категориями;2;231;0.30102999566398114;2.363611979892144
авторы;2;232;0.30102999566398114;2.3654879848908994
соответствии;2;233;0.30102999566398114;2.3673559210260184
инструментов;2;234;0.30102999566398114;2.3692158574101425
внимание;2;235;0.30102999566398114;2.371067862271736
описанных;2;236;0.30102999566398114;2.3729120029701067
недостаточная;2;237;0.30102999566398114;2.374748346010104
подготовка;2;238;0.30102999566398114;2.376576957056512
находящихся;2;239;0.30102999566398114;2.3783979009481375
одним;2;240;0.30102999566398114;2.380211241711606
специально;2;241;0.30102999566398114;2.382017042574868
находится;2;242;0.30102999566398114;2.383815365980431
больших;2;243;0.30102999566398114;2.3856062735983117
нкри;2;244;0.30102999566398114;2.387389826338729
режима;2;245;0.30102999566398114;2.3891660843645326
поиска;2;246;0.30102999566398114;2.390935107103379
проблемой;2;247;0.30102999566398114;2.392696953259666
упражнений;2;248;0.30102999566398114;2.394451680826216
преподаватель;2;249;0.30102999566398114;2.396199347095736
изучении;2;250;0.30102999566398114;2.397940008672037
ним;2;251;0.30102999566398114;2.3996737214810375
них;2;252;0.30102999566398114;2.4014005407815437
определенного;2;253;0.30102999566398114;2.4031205211758175
национального;2;254;0.30102999566398114;2.404833716619938
пособия;2;255;0.30102999566398114;2.4065401804339546
правило;2;256;0.30102999566398114;2.408239965311849
открытым;2;257;0.30102999566398114;2.4099331233312946
находящиеся;2;258;0.30102999566398114;2.41161970596323
доступные;2;259;0.30102999566398114;2.4132997640812515
конкретному;2;260;0.30102999566398114;2.4149733479708178
проблема;2;261;0.30102999566398114;2.416640507338281
решения;2;262;0.30102999566398114;2.4183012913197452
систему;2;263;0.30102999566398114;2.4199557484897576
студенты;2;264;0.30102999566398114;2.421603926869831
базовые;2;265;0.30102999566398114;2.4232458739368075
знания;2;266;0.30102999566398114;2.4248816366310666
имеют;2;267;0.30102999566398114;2.426511261364575
зарегистрированные;2;268;0.30102999566398114;2.4281347940287885
данных;2;269;0.30102999566398114;2.4297522800024076
вопрос;2;270;0.30102999566398114;2.4313637641589874
того;2;271;0.30102999566398114;2.4329692908744054
преподаватели;2;272;0.30102999566398114;2.4345689040341987
подходы;2;273;0.30102999566398114;2.436162647040756
педагогическую;2;274;0.30102999566398114;2.437750562820388
практику;2;275;0.30102999566398114;2.4393326938302624
подходами;2;276;0.30102999566398114;2.4409090820652173
будущих;2;277;0.30102999566398114;2.442479769064448
желающих;2;278;0.30102999566398114;2.4440447959180758
освоить;2;279;0.30102999566398114;2.4456042032735974
основы;2;280;0.30102999566398114;2.447158031342219
самостоятельно;2;281;0.30102999566398114;2.4487063199050794
повышения;2;282;0.30102999566398114;2.450249108319361
квалификации;2;283;0.30102999566398114;2.45178643552429
целый;2;284;0.30102999566398114;2.4533183400470375
организованные;2;285;0.30102999566398114;2.45484486000851
отдельные;2;286;0.30102999566398114;2.4563660331290427
ролики;2;287;0.30102999566398114;2.4578818967339924
серии;2;288;0.30102999566398114;2.4593924877592306
мин;2;289;0.30102999566398114;2.4608978427565478
элен;2;290;0.30102999566398114;2.4623979978989556
наиболее;2;291;0.30102999566398114;2.4638929889859074
созданию;2;292;0.30102999566398114;2.465382851448418
собственного;2;293;0.30102999566398114;2.4668676203541096
корпусе;2;294;0.30102999566398114;2.468347330412157
колеблется;2;295;0.30102999566398114;2.469822015978163
л;2;296;0.30102999566398114;2.4712917110589383
антони;2;297;0.30102999566398114;2.4727564493172123
основные;2;298;0.30102999566398114;2.4742162640762553
небольшие;2;299;0.30102999566398114;2.4756711883244296
русскоязычном;2;300;0.30102999566398114;2.477121254719662
сегменте;2;301;0.30102999566398114;2.478566495593843
курсов;2;302;0.30102999566398114;2.4800069429571505
делает;2;303;0.30102999566398114;2.481442628502305
разработанный;2;304;0.30102999566398114;2.4828735836087534
ланкастерском;2;305;0.30102999566398114;2.484299839346786
макэнери;2;306;0.30102999566398114;2.4857214264815797
корпусами;2;307;0.30102999566398114;2.487138375477186
вшэ;2;308;0.30102999566398114;2.488550716500444
размещен;2;309;0.30102999566398114;2.4899584794248346
повседневной;2;310;0.30102999566398114;2.4913616938342726
апробация;2;311;0.30102999566398114;2.492760389026837
описана;2;312;0.30102999566398114;2.4941545940184424
базовыми;2;313;0.30102999566398114;2.4955443375464483
создания;2;314;0.30102999566398114;2.4969296480732144
р;2;315;0.30102999566398114;2.4983105537896004
проходили;2;316;0.30102999566398114;2.4996870826184034
течение;2;317;0.30102999566398114;2.501059262217751
размещены;2;318;0.30102999566398114;2.5024271199844326
докладчиков;2;319;0.30102999566398114;2.503790683057181
разработки;2;320;0.30102999566398114;2.505149978319906
версией;2;321;0.30102999566398114;2.506505032404872
существенно;2;322;0.30102999566398114;2.507855871695831
описание;2;323;0.30102999566398114;2.5092025223311025
событий;2;324;0.30102999566398114;2.5105450102066116
таких;2;325;0.30102999566398114;2.511883360978874
группах;2;326;0.30102999566398114;2.513217600067939
беседы;2;327;0.30102999566398114;2.514547752660286
конференции;2;328;0.30102999566398114;2.515873843711679
кафедре;2;329;0.30102999566398114;2.517195897949974
привязки;2;330;0.30102999566398114;2.518513939877887
инструкциями;2;331;0.30102999566398114;2.5198279937757184
пользователя;2;332;0.30102999566398114;2.521138083704036
стр;2;333;0.30102999566398114;2.5224442335063197
инструментам;2;334;0.30102999566398114;2.5237464668115646
инструкции;2;335;0.30102999566398114;2.5250448070368448
должны;2;336;0.30102999566398114;2.5263392773898437
материала;2;337;0.30102999566398114;2.5276299008713385
поддержки;2;338;0.30102999566398114;2.5289167002776547
стороны;2;339;0.30102999566398114;2.5301996982030817
преподавателя;2;340;0.30102999566398114;2.531478917042255
уровнем;2;341;0.30102999566398114;2.5327543789924976
формат;2;342;0.30102999566398114;2.5340261060561344
работу;2;343;0.30102999566398114;2.53529412004277
расширение;2;344;0.30102999566398114;2.53655844257153
словарного;2;345;0.30102999566398114;2.537819095073274
запаса;2;346;0.30102999566398114;2.5390760987927767
могут;2;347;0.30102999566398114;2.5403294747908736
употребления;2;348;0.30102999566398114;2.5415792439465807
учебниках;2;349;0.30102999566398114;2.5428254269591797
конкретного;2;350;0.30102999566398114;2.5440680443502752
габласовой;2;351;0.30102999566398114;2.545307116465824
носителей;2;352;0.30102999566398114;2.5465426634781307
изучающих;2;353;0.30102999566398114;2.5477747053878224
английский;2;354;0.30102999566398114;2.5490032620257876
язык;2;355;0.30102999566398114;2.5502283530550938
иностранный;2;356;0.30102999566398114;2.551449997972875
рубрикам;2;357;0.30102999566398114;2.5526682161121927
категориям;2;358;0.30102999566398114;2.553883026643874
рамках;2;359;0.30102999566398114;2.555094448578319
явления;2;360;0.30102999566398114;2.5563025007672873
грамматики;2;361;0.30102999566398114;2.5575072019056577
лица;2;362;0.30102999566398114;2.558708570533166
каждой;2;363;0.30102999566398114;2.559906625036112
строк;2;364;0.30102999566398114;2.5611013836490555
данном;2;365;0.30102999566398114;2.5622928644564746
случае;2;366;0.30102999566398114;2.56348108539441
сложности;2;367;0.30102999566398114;2.5646660642520893
прослушать;2;368;0.30102999566398114;2.5658478186735176
близких;2;369;0.30102999566398114;2.56702636615906
автоматически;2;370;0.30102999566398114;2.5682017240669945
диктора;2;371;0.30102999566398114;2.5693739096150456
попытки;2;372;0.30102999566398114;2.5705429398818973
возможность;2;373;0.30102999566398114;2.5717088318086874
лексики;2;374;0.30102999566398114;2.57287160220048
получить;2;375;0.30102999566398114;2.5740312677277184
последующей;2;376;0.30102999566398114;2.575187844927661
задании;2;377;0.30102999566398114;2.5763413502057926
учащиеся;2;378;0.30102999566398114;2.577491799837225
задание;2;379;0.30102999566398114;2.578639209968072
формате;2;380;0.30102999566398114;2.57978359661681
обучение;2;381;0.30102999566398114;2.580924975675619
минут;2;382;0.30102999566398114;2.5820633629117085
письменных;2;383;0.30102999566398114;2.5831987739686224
студентами;2;384;0.30102999566398114;2.5843312243675305
методически;2;385;0.30102999566398114;2.5854607295085006
конкретной;2;386;0.30102999566398114;2.5865873046717547
старших;2;387;0.30102999566398114;2.5877109650189114
верные;2;388;0.30102999566398114;2.5888317255942073
школьников;2;389;0.30102999566398114;2.5899496013257073
требует;2;390;0.30102999566398114;2.591064607026499
дальнейшего;2;391;0.30102999566398114;2.5921767573958667
идея;2;392;0.30102999566398114;2.5932860670204567
разработке;2;393;0.30102999566398114;2.5943925503754266
ма;2;394;0.30102999566398114;2.5954962218255737
определенной;2;395;0.30102999566398114;2.59659709562646
думается;2;396;0.30102999566398114;2.597695185925512
проектной;2;397;0.30102999566398114;2.598790506763115
лингводидактика;1;398;0.0;2.5998830720736876
коган;1;399;0.0;2.600972895686748
информационного;1;400;0.0;2.602059991327962
общества;1;401;0.0;2.603144372620182
привело;1;402;0.0;2.60422605308447
появлению;1;403;0.0;2.605305046141109
важного;1;404;0.0;2.6063813651106047
тренда;1;405;0.0;2.6074550232146683
инициатором;1;406;0.0;2.608526033577194
движения;1;407;0.0;2.6095944092252195
считается;1;408;0.0;2.6106601630898796
майкл;1;409;0.0;2.611723308007342
стерн;1;410;0.0;2.6127838567197355
харт;1;411;0.0;2.613841821876069
изобретатель;1;412;0.0;2.6148972160331345
электронных;1;413;0.0;2.615950051656401
книг;1;414;0.0;2.6170003411208986
основатель;1;415;0.0;2.6180480967120925
гутенберг;1;416;0.0;2.6190933306267423
прошлого;1;417;0.0;2.620136054973757
века;1;418;0.0;2.621176281775035
хх;1;419;0.0;2.622214022966295
веке;1;420;0.0;2.6232492903979003
задала;1;421;0.0;2.624282095835668
которой;1;422;0.0;2.625312450961674
тех;1;423;0.0;2.626340367375042
присоединились;1;424;0.0;2.6273658565927325
организаций;1;425;0.0;2.6283889300503116
этом;1;426;0.0;2.629409599102719
документе;1;427;0.0;2.6304278750250236
определялся;1;428;0.0;2.631443769013172
интернете;1;429;0.0;2.632457292184724
читать;1;430;0.0;2.633468455579586
разгружать;1;431;0.0;2.634477270160731
копировать;1;432;0.0;2.635483746814912
распространять;1;433;0.0;2.636487896353365
распечатывать;1;434;0.0;2.6374897295125104
находить;1;435;0.0;2.638489256954637
присоединять;1;436;0.0;2.639486489268586
полным;1;437;0.0;2.6404814369704215
текстам;1;438;0.0;2.6414741105040993
соответствующих;1;439;0.0;2.6424645202421213
статей;1;440;0.0;2.643452676486187
указателей;1;441;0.0;2.644438589467838
вводить;1;442;0.0;2.6454222693490914
данные;1;443;0.0;2.6464037262230695
программное;1;444;0.0;2.6473829701146196
обеспечение;1;445;0.0;2.648360010980931
законных;1;446;0.0;2.649334858712142
отсутствии;1;447;0.0;2.650307523131936
финансовых;1;448;0.0;2.6512780139981436
правовых;1;449;0.0;2.6522463410033232
технических;1;450;0.0;2.6532125137753435
преград;1;451;0.0;2.6541765418779604
соблюдении;1;452;0.0;2.655138434811382
целостности;1;453;0.0;2.656098202012832
обязательной;1;454;0.0;2.6570558528571038
ссылке;1;455;0.0;2.658011396657112
имя;1;456;0.0;2.658964842664435
использовании;1;457;0.0;2.65991620006985
цитировании;1;458;0.0;2.660865478003869
последующие;1;459;0.0;2.661812685537261
получила;1;460;0.0;2.662757831681574
многочисленных;1;461;0.0;2.663700925389648
документах;1;462;0.0;2.6646419755561253
продвижению;1;463;0.0;2.665580991017953
доступа;1;464;0.0;2.6665179805548807
науке;1;465;0.0;2.6674529528899535
сфере;1;466;0.0;2.6683859166899997
практик;1;467;0.0;2.669316880566112
касающиеся;1;468;0.0;2.6702458530741238
влияния;1;469;0.0;2.671172842715083
преподавание;1;470;0.0;2.672097857935717
томе;1;471;0.0;2.6730209071288957
находящемся;1;472;0.0;2.6739419986340875
образовательные;1;473;0.0;2.674861140737811
рядом;1;474;0.0;2.675778341674085
важнейшими;1;475;0.0;2.6766936096248664
бесплатный;1;476;0.0;2.677606952720493
право;1;477;0.0;2.678518379040114
адаптацию;1;478;0.0;2.6794278966121188
распространение;1;479;0.0;2.6803355134145628
третьими;1;480;0.0;2.681241237375587
лицами;1;481;0.0;2.6821450763738315
ограничений;1;482;0.0;2.683047038238849
незначительными;1;483;0.0;2.6839471307515117
ограничениями;1;484;0.0;2.6848453616444123
понятия;1;485;0.0;2.6857417386022635
открытость;1;486;0.0;2.686636269262293
пунктов;1;487;0.0;2.687528961214634
принципов;1;488;0.0;2.6884198220027105
найти;1;489;0.0;2.6893088591236203
космас;1;490;0.0;2.6901960800285134
коллегами;1;491;0.0;2.691081492122968
одна;1;492;0.0;2.69196510276736
прозрачность;1;493;0.0;2.6928469192772297
контроль;1;494;0.0;2.6937269489236466
критический;1;495;0.0;2.6946051989335684
воспроизводимость;1;496;0.0;2.695481676490197
целях;1;497;0.0;2.696356388733332
усиления;1;498;0.0;2.697229342759717
надежности;1;499;0.0;2.6981005456233897
точности;1;500;0.0;2.6989700043360183
воздействия;1;501;0.0;2.6998377258672455
общество;1;502;0.0;2.700703717145019
специалисты;1;503;0.0;2.7015679850559273
говорят;1;504;0.0;2.702430536445525
кризисе;1;505;0.0;2.7032913781186614
воспроизводимости;1;506;0.0;2.704150516839799
см;1;507;0.0;2.705007959333336
анализируя;1;508;0.0;2.705863712283919
тенденции;1;509;0.0;2.7067177823367583
лет;1;510;0.0;2.707570176097936
публикаций;1;511;0.0;2.7084209001347124
рецензируемых;1;512;0.0;2.7092699609758304
журналах;1;513;0.0;2.710117365111816
глав;1;514;0.0;2.7109631189952754
монографий;1;515;0.0;2.7118072290411908
обнаружили;1;516;0.0;2.7126497016272113
полное;1;517;0.0;2.7134905430939424
направленных;1;518;0.0;2.7143297597452327
частичное;1;519;0.0;2.7151673578484576
воспроизведение;1;520;0.0;2.716003343634799
повторение;1;521;0.0;2.716837723299524
классических;1;522;0.0;2.717670503002262
работ;1;523;0.0;2.718501688867274
следует;1;524;0.0;2.7193312869837265
заметить;1;525;0.0;2.7201593034059566
принципами;1;526;0.0;2.720985744153739
разместили;1;527;0.0;2.7218106152125463
отобранных;1;528;0.0;2.722633922533812
анализа;1;529;0.0;2.7234556720351857
публикациях;1;530;0.0;2.7242758696007887
репозитории;1;531;0.0;2.725094521081469
важность;1;532;0.0;2.725911632295048
концепции;1;533;0.0;2.726727209026572
широкого;1;534;0.0;2.727541257028556
несмотря;1;535;0.0;2.728353782021228
эффективность;1;536;0.0;2.7291647896927698
мета;1;537;0.0;2.7299742856995555
болтоном;1;538;0.0;2.730782275666389
коббом;1;539;0.0;2.7315887651867388
давно;1;540;0.0;2.7323937598229686
предсказанную;1;541;0.0;2.733197265106569
революцию;1;542;0.0;2.7339992865383866
методах;1;543;0.0;2.7347998295888467
сих;1;544;0.0;2.7355988996981795
пор;1;545;0.0;2.736396502276642
произошло;1;546;0.0;2.737192642704737
чамбес;1;547;0.0;2.7379873263334304
обратила;1;548;0.0;2.738780558484369
необходимость;1;549;0.0;2.7395723444500915
преодоления;1;550;0.0;2.740362689494243
разрыва;1;551;0.0;2.741151598851785
исследованиями;1;552;0.0;2.7419390777291985
методикой;1;553;0.0;2.742725131304698
называют;1;554;0.0;2.7435097647284294
причины;1;555;0.0;2.744292983122676
сложившейся;1;556;0.0;2.745074791582057
ситуации;1;557;0.0;2.745855195173729
наша;1;558;0.0;2.746634198937578
попытка;1;559;0.0;2.747411807886423
проанализировать;1;560;0.0;2.7481880270062002
привела;1;561;0.0;2.748962861256161
списку;1;562;0.0;2.7497363155690606
причин;1;563;0.0;2.7505083948513462
остановимся;1;564;0.0;2.751279103983342
трех;1;565;0.0;2.7520484478194382
проблемах;1;566;0.0;2.7528164311882715
недоступность;1;567;0.0;2.753583058892906
лингводидактике;1;568;0.0;2.754348335711019
общедоступных;1;569;0.0;2.755112266395071
непосредственного;1;570;0.0;2.7558748556724915
учебном;1;571;0.0;2.7566361082458477
процессе;1;572;0.0;2.757396028793024
препятствий;1;573;0.0;2.75815462196739
распространению;1;574;0.0;2.7589118923979736
выполнены;1;575;0.0;2.75966784468963
составленных;1;576;0.0;2.760422483423212
недоступных;1;577;0.0;2.7611758131557314
научной;1;578;0.0;2.761927838420529
общественности;1;579;0.0;2.762678563727436
достаточно;1;580;0.0;2.763427993562937
большое;1;581;0.0;2.76417613239033
