Index,Year,Name,KW
23,2013,Juk,"социальных сетей, сети, социальные сети, социальных, социальных сетях, информации, Антипиратский закон, исследования, Антипиратский, сетей"
24,2013,Karbovskii,"ММС, экстремальных ситуациях, ситуациях, пользователей ММС, экстремальных, принятия решений, эвакуации, населения, чрезвычайных ситуациях, ситуации"
25,2013,Karnup,"сети Интернет, Интернет, общения, сети, Twitter, русский язык, языка, английского языка, коммуникации, микроблогов Twitter"
26,2013,Koltsova,"постов, количество, Количество комментариев, комментариев, количество постов, блоггеров, распределения, темы, темам, LDA"
27,2013,Kovalevsky,"Активная сейсмология, активной сейсмологии, Активная, области активной, сейсмология, РАН, данных, научных исследований, исследований, активной"
28,2013,Lipuntsov,"данных, модели данных, открытых данных, обмена, статистических данных, области, модели, проекта, сущности, предметной области"
29,2013,Lyapin,"библиотеки, полнотекстового поиска, поиска, например, электронной библиотеки, абзацев, запроса, полнотекстовой библиотеки, одиночество, сервисов"
30,2013,Markarova,"информации, информационного общества, образования, электронной библиотеки, информационного, системы, библиотеки, управления, образовательных, обработки информации"
31,2013,Masloboev,"МИАС БВР, управления безопасностью, поддержки управления, управления, региональной безопасности, задач управления, управления региональной, безопасности, МИАС, БВР"
32,2013,Mbogo,"Open Archives, Archives Initiative, информационного общества, научных, Open, научной, исследований, научных исследований, информационных систем, информации"
33,2013,Moiseichev,"Creative Commons, свободных лицензий, Лицензии Creative, Creative, Commons, лицензий, Свободные лицензии, свободных, лицензии, России"
34,2013,Novolodskaya,"сети, человека, культуры, становится, сети Интернет, пространстве Сети, Иоанном Гутенбергом, глобальной сети, новые, информации"
35,2013,Peskova,"облачных, безопасности, облачных вычислений, данных, облачных технологий, облако, степень, Степень полезности, Service, Cloud"
36,2013,Pijavskij,"фактографической информации, информации, фактографической, лексем, атомов, поиска фактографической, кластера, АтБД, поиска, виде"
37,2013,Platonov,"ДВО РАН, РАН, отделения РАН, Дальневосточного отделения, научных, Интернет, ДВО, сайта, Cybermetrics Lab, Института"
38,2013,Prokudin,"Российской Федерации, электронного государства, государственных услуг, Информационное общество, электронного правительства, сети Интернет, электронного, услуг, государственной власти, концепции электронного"
39,2013,Ruzanova,"Республики Карелия, муниципальных услуг, Карелия, Республики, власти Республики, услуг Республики, услуг, Правительства Республики, государственных услуг, электронного правительства"
40,2013,Shubinskiy,"сети Интернет, Интернет, сети, детей, интернете, Системы, курса, курс, информации, ЦАИР"
41,2013,Shustrova,"театра, Театр, современного театра, Новые, Грэм Вик, технологии, спектакля, виртуальный театр, Новые технологии, Виртуальные технологии"
42,2013,Sidorova,"органов власти, власти, органов, сайтов, Алтайского края, власти Алтайского, региональных органов, сайтов органов, информации, Алтайского"
43,2013,Solovjova,"учебного материала, учебных материалов, материалов, учебного, дидактических материалов, материала, преподавателей, учебных, ООД, создания мультимедийных"
44,2013,Talbonen,"коллекции, коллекции изображений, изображений, поиска, Выполнять, Рогов Петрозаводский, программный комплекс, основе, помощью, информации"
45,2013,Tolstikova,"социального взаимодействия, коммуникации, социальных сетей, социальных, социального, взаимодействия, Интернет, общения, жизни, культуры"
46,2013,Trakhtenberg,"государственных услуг, услуг, Портал государственных, муниципальных услуг, государственных, электронном виде, Портал, услуги, портала, исследования"
47,2013,Voroshilov,"фактографической информации, работы, студентов, курсовой работы, информации, студента, работы студента, фактографической, работы студентов, самостоятельной работы"
48,2013,Yakushev,"социальной сети, сети, пользователей, связей, реальном мире, социальной, данных, сети Vkontakte, Знакомы, реальном"
49,2013,Zakharkina,"информационных систем, CMS, материалов, реализации, культурного наследия, дальнейшего развития, контента, проекта, разработки, ресурса"
50,2013,Zakharkina_Mbogo,"проекта, проектов, Drupal, реализации, творческих проектов, является, творческих, Drupal является, позволяет, возможности"
51,2014,Adaskina,"слов, релевантных слов, слова, алгоритма, семантических классов, связи, релевантных, пополнения, Алгоритм, пополнения семантических"
52,2014,Akatkin,"обмена информацией, информацией, обмена, моделей данных, данных, Проблемы, России, проблемы импортозамещения, моделей, информацией США"
53,2014,Balakshina,"Российской Федерации, Федерального казначейства, Федерации, Российской, кредитными организациями, обмена, федерального, взаимодействия, казначейства, территории Российской"
54,2014,Baranov,"электронного правительства, Ростовской области, развития электронного, развития, правительства, электронного, Российской Федерации, Ростовской, услуг, области"
55,2014,Belinskaya,"БАН, академии наук, Российской академии, академии, наук, Российской, системы БАН, РАН, фонд БАН, сайте БАН"
56,2014,Belova,"Нижегородской области, гражданин Нижегородской, Нижегородской, Электронный гражданин, компьютерной грамотности, Правительство Нижегородской, области, Электронный, сети интернет, проекта"
57,2014,Bogoraz,"социальные сети, социальной сети, сети, социальных сетей, социальных сетях, социальных, социальная сеть, пользователя, социальные, социальной"
58,2014,Borisov,"Александринского театра, Новой сцене, Новой, сцене Александринского, театра, Александринского, AXIS, театральных, Wowza Streaming, Интернет"
59,2014,Borisov_Shustrova,"театр, театра, Современный театр, Интернет, разных, спектакля, театральной жизни, жизни, современного театра, помощью"
60,2014,Borisov_Zakharkina,"Новой сцены, трансляции, Новой, плеер, Портал Новой, возможность, Введение Старейший, сцены, портале, портала"
61,2014,Brodovskaya,"Школа великих, великих книг, книг, великих, Школа, исследования, участников, клубе, сообщений, участников исследования"
62,2014,Brodovskaya_Karzubov,"Интернета, развития Интернета, развития, развития ИКТ, ИКТ, уровень развития, проникновения Интернета, Интернет-коммуникации, политических систем, политических"
63,2014,Brodovskaya_Siniakov,"ценностных ориентаций, молодежи, сети Интернет, Интернет, ценностных, Интернета, исследования, ценностные, жизни, среди"
64,2014,Chizhik,"СМИ, массовой информации, информации, сети Интернет, традиционных СМИ, читательской аудитории, аудитории, сети, аудитории СМИ, Интернет"
65,2014,Chugunov,"электронного правительства, новостных сообщений, тематического моделирования, правительства, электронного, СМИ, электронных услуг, услуг, анализа, сообщений"
66,2014,Danilina,"произведения, правовые положения, правовые, автора, авторских текстов, целях, согласия автора, положения, учебных целях, учебных"
67,2014,Dmitrieva,"исполнительной власти, органов исполнительной, открытости, власти, органов, органов власти, открытости органов, исполнительной, оценки открытости, федеральных органов"
68,2014,Dyakova,"коррупцией, борьбы, локальная административная, административная традиция, власти, РАН Ссылки, органов власти, управления, электронного правительства, государственного управления"
69,2014,Filchenkov,"социальных медиа, социальных, выборов, предсказания, медиа, протестов, результатов выборов, Задача предсказания, является, протесты"
70,2014,Filippova,"массовой коммуникации, СМИ, России, Бразилии, коммуникации, общества, массовой, СМИ России, Аудитории СМИ, развития"
71,2014,Grigoryeva,"пожилых ИКТ, пожилых людей, пожилых, ИКТ, людей, возраста, назначения пенсии, Университет ИТМО, работы, назначения"
72,2014,Grokhovskiy,"юникоде длиной, тип, тибетской грамматической, строка, тэг, юникоде, грамматической терминологии, TEI, грамматической, данных"
73,2014,Kalinichenko,"социально-экономического развития, развития региона, развития, государственной власти, органов государственной, прогнозирования, ИАО, региона, власти Санкт-Петербурга, Санкт-Петербурга"
74,2014,Kanygin,"знания, помощью, например, структуры, виде, пользователя, предопределенной структуры, представления, визуализации, управления"
75,2014,Kapterev,"тестирования, тестов, системы, профориентации, профессионального, профессии, профессий, личности, базы, результатов"
76,2014,Kazakov,"социальных сетей, социальных, социальных сетевых, Социальные сети, социальной сети, Интернет, реальных социальных, социальных интернет, Социальные, сервисов"
77,2014,Kolodin,"системы, опросов, проведения опросов, отчётов, данных, работы, отчёт, результаты, сервиса, Российской Академии"
78,2014,Koltsov,"тематического моделирования, текстов, корпуса текстов, темы, слов, Живого Журнала, слова, моделирования, корпуса, тематического"
79,2014,Koshcheeva,"выполнять, словосочетаний, глагольно-именных словосочетаний, глагола выполнять, устойчивых словосочетаний, выделения, глагола, частеречной принадлежности, глагольно-именных, коллоката"
80,2014,Kudinov,"электронного участия, Красивый Петербург, электронного, участия, граждан, механизмов электронного, мобильных, АИС, Красивый, мобильных технологий"
81,2014,Kulik,"общества, демократии, власти, США, правления, граждан, партийной демократии, партии, сетевого общества, государства"
82,2014,Kuzmina,"учебном процессе, обучения, образовательной деятельности, процессе, дистанционного обучения, деятельности, информационных технологий, ИКТ, технологий, является"
83,2014,Lavrentyev,"учебного процесса, Blended learning, смешанного обучения, обучения, учебного, процесса, Blended, учебного курса, learning, организации учебного"
84,2014,Lizunova,"пространство, информационное пространство, медиапространства, медиа, информации, информационного общества, информационное, массовой информации, социальное пространство, информационного"
85,2014,Lyapin,"полнотекстового поиска, поиска, полнотекстового, полнотекстового запроса, T-Libra, запроса, одиночество, рамках, распределенной среды, Университет ИТМО"
86,2014,Makarov,"библиотеки, ПГНИУ, университета, библиотека, Сушин Пермский, высшем образовании, библиотеке ПГНИУ, вуза, Пермского университета, библиотека Пермского"
87,2014,Mbogo,"Open Archives, Archives Initiative, научных, Open, Open Journal, Journal System, научной, современное общество, статей, Интернет"
88,2014,Noskov,"лекции, видео, МООК, лекций, Щеглов Новосибирский, мультимедиа лекций, например, МЛ-студии, демонстрационного ряда, типов"
89,2014,Peskova,"электронного голосования, голосования, электронного, избирателей, выборов, избиратель, дистанционного электронного, система, систем голосования, Интернет"
90,2014,Pimenov,"путеводителя, информации, Environment Control, рубрик, Conservation, ссылок, документов, консервации документов, поиска, тематических рубрик"
91,2014,Prokudin,"научных исследований, научной деятельности, научных, научной, поддержки научных, деятельности, системы, пользователей, исследований, информационной системы"
92,2014,Ryabchenko,"web, сети, Интернет, online-социальных сетей, публичной политики, пользователей, связи, лидеры мнений, сообщества, пространства"
93,2014,Serebriakov,"предметной области, Linked Open, данных, LOD, предметной, области, пространстве LOD, QUDT, онтологии, RDF"
94,2014,Smirnov,"распознавания, результатов распознавания, результатов, системы, документов, OCR, ошибок распознавания, оптического распознавания, OCR системы, ошибок"
95,2014,Smorgunov,"научение, сетевое научение, организации, научения, организационное научение, Электронное правительство, электронного правительства, сетевого научения, правительства, сети"
96,2014,Soms,"показателей охвата, охвата, публикаций, охвата аудитории, показатели охвата, публикации, ключевых слов, охвата публикаций, новых публикаций, показателей"
97,2014,Tarumova,"Московского университета, российской печати, музей российской, печати, Виртуальный музей, Московского, Московские ведомости, Истории, периодических изданий, университета"
98,2014,Trakhtenberg,"информационных технологий, информационных систем, медицинских информационных, медицинских, информационных, систем, здравоохранения, медицинских систем, технологий, медицинских учреждений"
99,2014,Vidyasova,"открытых данных, данных, открытых, Российской Федерации, России, государственных данных, открытых государственных, открытого правительства, власти, Российской"
100,2014,Vozmishcheva,"английском языке, обучения, студентов, билингвистического обучения, английском, математики, высшей математики, студента, русском, языке"
101,2014,Vtiurina,"государственных услуг, электронного правительства, Единого портала, портала государственных, услуг, электронных услуг, портала, государственных, электронного, правительства"
102,2014,Yatsenko,"данных, атомной спектроскопии, спектральных данных, диаграмм Гротриана, систем, спектроскопии, ЭСА, атомной, Электронная структура, атомов"
103,2014,Zakharov,"мер ассоциации, мер, словарь, ассоциации, основе, Меры, основе мер, Sketch Engine, различных мер, основе различных"
104,2014,Zalesskaya,"ключевого слова, мер ассоциации, коллокаций, выявления коллокаций, ассоциации, слова, сочетаний, встречаемости ключевого, тексте, мер"
105,2015,Adaskina,"документов, классификации, выборки, параметров, просмотренных документов, задачи классификации, классификации текстов, связи, полноты, синтаксические связи"
106,2015,Alexeeva,"слов, словаря, текстов, вероятностных слов, документов, окрашенных слов, слова, социально-политической, словарь, коллекции"
107,2015,Artemova,"паруса, Латинские паруса, Российской Федерации, Университет ИТМО, предметной области, слова, текстов, Таким образом, Латинские, терминов"
108,2015,Belkin,"области знаний, знаний, области, Историческая демография, сети, элементарных знаний, Историческая, сети области, предметной области, сетей"
109,2015,Boyarsky,"следует сущ, сущ, стоит сущ, словосочетанием следует, прил, предлог, словосочетания стоит, словосочетанием, следует, стоит"
110,2015,Erkimbaev,"UDS, Онтологии, классов, свойств, рис, например, наноматериалов, области, ChEBI, описания"
111,2015,Kanygin,"РАН, РИД РАН, АСУ РИД, знания, ДОКТОР НАУК, ФАНО, ЖИТЕЛЬ ГОРОДА, НАУК, РИД, АСУ"
112,2015,Leontyeva,"текста, Онтологии, системы АПТ, АПТ, знаний, понимания текста, системы, Онтологии знаний, понимания, текстов"
113,2015,Pevzner,"потока, ВАЛЕРИЯ РУБАШКИНА, СВЕТЛОЙ ПАМЯТИ, ПАМЯТИ МОЕГО, МОЕГО ДРУГА, ДРУЖЕСТВЕННОГО ОППОНЕНТА, ОППОНЕНТА ВАЛЕРИЯ, web sites, сообщения, пользователя"
114,2015,Pronoza,"анализа тональности, отзывов, признаков, анализа, аспектов, корпуса, корпуса отзывов, тональности отзывов, данной работе, анализа корпуса"
115,2015,Salin,"семантической кластеризации, кластеризации, гипертекстовой структуры, семантической, переходов, статистики переходов, гипертекстовой, кластеризации гипертекстовой, структуры, метод семантической"
116,2015,Zakharov,"данных, русского языка, языка, больших, НКРЯ, Google Books, корпусов, данные, сочетаний, больших корпусов"
117,2016,Azarova,"PWN, русского языка, языка, YARN, ресурсов, тыс, данных, RussNet, тезаурус, проекта"
118,2016,Godgildieva,"русского языка, языка, Verbalex, русского, глагола, чешского языка, словаря, словаря валентностей, валентности, семантических ролей"
119,2016,Khokhlova,"русского языка, Araneum Russicum, млн слов, русского, текстов, корпус, языка, слов, корпуса, тексты"
120,2016,Masevich,"Ngram Viewer, Google books, частотного поведения, Books Ngram, лексических единиц, Google, русского языка, текстов, Войны, исследования"
121,2016,Moskvina,"NUMBER, CASE, GENDER, NLTK, PERS, правила, синтаксического, грамматики, например, предложения"
122,2016,Pivovarova,"Adj, корпуса текстов, текстов, переводных, корпуса, данного исследования, терминов-кандидатов, терминологических, термины, выделения"
123,2016,Popov,"синтаксического анализа, синтаксической связи, структуры, анализа, CYK, вес, алгоритм CYK, составляющих, синтаксических связей, синтаксического"
124,2017,Blinova,"типа, Pl.Pej, именных групп, форм, множественного пейоративного, формы, сидоровых, множественного, групп, форм Pl.Pej"
125,2017,Boyarsky,"словосочетание, ближайшем контексте, предлога, следует слово, сочетанием предлога, слово, является словосочетание, контексте, ним следует, Наречные обороты"
126,2017,Dubovik,"текстов, стиля, стилей, тексты, стиль, делового стиля, значение, существительное, текста, текстах"
127,2017,Goryunova,"предметной области, предметной, специализированной предметной, области, ЯЗЫКА UML, ОНТОЛОГИЙ, ИСПОЛЬЗОВАНИЕ ЯЗЫКА, связана, модели предметной, классификации онтологий"
128,2017,Khokhlova,"мера, биграмм, меры, мер, сочетаний, результаты, количество, данная мера, количество сочетаний, наибольшее количество"
129,2017,Kislov,"вместо, китайском языке, букв, китайского языка, языка, китайском, языке, Китае, иероглифов, китайского"
130,2017,Kriukova,"близости текстов, текстов, семантической близости, близости, метрик близости, DKPro Similarity, Similarity, семантической, оценки, метрик"
131,2017,Kurochkina,"коллокаций, Коллокации, устойчивых словосочетаний, слова, словарях, кандидаты, база, золотого стандарта, извлечения коллокаций, словосочетания"
132,2017,Martynenko,"порядковых статистик, частотных словарей, объема выборки, объема, статистик, частотных, статистики, порядковых, словарей, выборки"
133,2017,Masevich,"Аплодисменты, Google Books, Продолжительные аплодисменты, Бурные аплодисменты, видно, Санкт-Петербургский государственный, сталинские, частотного поведения, период, временной период"
134,2017,Ogay,"МОДЕЛИРОВАНИЕ СЛОВАРЕЙ, СЛОВАРЕЙ ОПИСАНИЙ, языковой информации, ОПИСАНИЙ ДОКЕМБРИЙСКИХ, частотных словарей, ВЯИ, информации, СЛОВАРЕЙ, частотные словари, информации Важной"
135,2017,Popova,"устной речи, речи, единиц, единицы, такой-сякой, Таким образом, единицы такой-сякой, Беседа, Эхо Москвы, коллекции НКРЯ"
136,2017,Popov,"ЧЕРНЫЕ ЛЕБЕДИ, слов, Задача, связей, ТЕКСТА, анализа, документов, аномалий, текстов, корпуса"
137,2017,Sedova,"текстов, слов, корпуса текстов, биграмм, модели, корпуса, алгоритма, модель, тематической модели, слова"
138,2017,Smirnova,"базе данных, лексической базе, данных, тибетском языке, лексической, базе, Например, языке, композитов, тибетском"
139,2017,Sokolova,"ключевых слов, слов, KEA, слова, Ключевые слова, словосочетания, ключевых, работы, алгоритма KEA, работы KEA"
140,2017,Temirova,"МГУ имени, АБУСУПЬЯНА АКАЕВА, языковая семья, КОРПУС, ИМЕНИ АБУСУПЬЯНА, КОРПУС ИМЕНИ, ПОЛИЛИНГВАЛЬНЫЙ КОРПУС, НАЦИОНАЛЬНЫЙ ПОЛИЛИНГВАЛЬНЫЙ, Москва Несмотря, корпуса"
141,2017,Zaides,"низкий УРК, УРК, высокий УРК, средний УРК, низкий, пересказ несюж., Метакоммуникативная вставка, пересказ сюж., экстр., пересказ"
142,2017,Zakharov,"предлогов, русского языка, значения, значения предлогов, первообразных предлогов, текста, языка, семантики предлогов, значения предлога, семантических"
143,2018,Azarova,"предложных конструкций, предлогов, сквозь, ipm, конструкций, предложных, Предлог, производных предлогов, Производный предлог, предлога"
144,2018,Belov,"текстов, русского языка, документов, Корпус, документы, правила, локальных документов, языка, правила поведения, например"
145,2018,Boikov,"стихового текста, рифмующихся слов, согласных, рифмы, рифма, слов, текста, кортежей согласных, гласных, стихового"
146,2018,Chekmeneva,"цвет, сочетания, цвета, красный, метафоры, частотными оказались, белый, синий, фиолетовый, слово"
147,2018,Karyaeva,"Википедии, отношений, отношения, извлечения, Отношение, предметной области, терминов, извлечения отношений, отношения меронимии, русской Википедии"
148,2018,Khokhlova,"данных, сочетаемости, база данных, языка, русского языка, словосочетания, token start, слов, представлены, база"
149,2018,Kirillova,"NLTK, разметки, Universal Dependencies, морфоанализатора, Dialogue Evaluation, НКРЯ, текстов, работы морфоанализатора, частеречной разметки, OpenCorpora"
150,2018,Kogan,"слов, лексических пучков, частотных слов, the, лексических, языка, специальных целей, корпуса, пучков, частотных лексических"
151,2018,Martynenko,"антологии русского, антологии, русского, русского языка, русского рассказа, языка, русской, рассказа, русской формальной, литературы"
152,2018,Masevich,"Google Books, Winston Churchill, Ngram Viewer, Books Ngram, Churchill, рис, частотного поведения, имен, рис., кривые"
153,2018,Mikoni,"понятия, понятий, Понятие, связи, содержание понятия, является, Отношение, связь, деления, abi"
154,2018,Mochalova,"текста, онтологии, itfru, системы, вопросно-ответной системы, частей текста, обработки текста, ПРИЗНАК, ДЕЙСТВИЕ, СИМВОЛ"
155,2018,Raikov,"когнитивной модели, модели, когнитивной, настоящей работе, принятия решения, решения, данных, глубокого обучения, документов, факторов"
156,2018,Sagmanova,"ВОПРОСИТЕЛЬНЫХ РЕПЛИК, РЕПЛИК, КРАТКИХ ВОПРОСИТЕЛЬНЫХ, ВОПРОСИТЕЛЬНЫХ, ОСОБЕННОСТИ РЕАЛИЗАЦИИ, РЕАЛИЗАЦИИ КРАТКИХ, РЕЧИ, реализации вопросительных, устной речи, ДИАЛОГИЧЕСКОЙ РЕЧИ"
157,2018,Sampetova,"ИСПРАВЛЕНИЯ ОПЕЧАТОК, АВТОМАТИЧЕСКОГО ИСПРАВЛЕНИЯ, РЕАЛИЗАЦИЯ АЛГОРИТМА, ОПЕЧАТОК, ИСПРАВЛЕНИЯ, АЛГОРИТМА, АВТОМАТИЧЕСКОГО, слово, слова, РУССКОЯЗЫЧНЫХ ТЕКСТАХ"
158,2018,Shukshina,"основных цветов, русского языка, слова, слов, цвета, употребления, цветов, группы, значений, основных"
159,2019,Antipenko,"русского языка, РАС, языка, слов, слова, РДТ, сети Facebook, Facebook, данных, русского"
160,2019,Boikov,"имеет место, слоговым объемом, min, max, икте, Объемные показатели, междуиктовых интервалов, Стих, место ударение, слова"
161,2019,Boyarsky,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название"
162,2019,Chekmeneva,"области цели, Метафора, области, метафоры, музыка, слова, является, области источника, цели, Метафора является"
163,2019,Ivanova,"игры, глаголы, США, мировой войны, Первой мировой, Видеоигры, видеоигр, военные игры, войны, играх"
164,2019,Khokhlova,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, Фишера, мер ассоциации, данных, например"
165,2019,Komarova,"корпусе, фразеологизмов, корпусе СОСА, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, СОСА, корпусной лингвистики"
166,2019,Martynenko,"предложения, членов предложения, фигур, табл, синтаксических фигур, Мартыненко, Бехагеля, предложения следует, структуры, членов"
167,2019,Masevich,"прилагательных цвета, цвета, прилагательных, семантического поля, поля, семантических полей, семантическое поле, поле, полей, семантических"
168,2019,Mikoni,"управления, объекта управления, понятия, объекта, понятий, является, объект, система управления, субъект управления, определения"
169,2019,Moskvina,"предлогов, данных, базы данных, предложных конструкций, конструкций, предлога, предложных, значения, базы, значения предлогов"
170,2019,Perminov,"метрик, Атрибут, интерфейса, является, взаимодействия, интерфейс, онтология, области, количество, OWL"
171,2019,Popova,"прагматических маркеров, речи, маркеров, прагматических, говорящего, роли, корпусных данных, устной речи, единиц, социальных"
172,2019,Zhang,"империя, русского языка, языка, Толковый словарь, семантических полей, интеллект-карты, Словарь русского, словарь, Sketch Engine, является"
173,2020,Bakhvalov,"ошибок, данных, правил, генерации правил, правила, набора данных, правило, ошибки, генерации, набора"
174,2020,Grebennikov,"русского языка, языка, рассказов, русских рассказов, целом, русского, Корпуса, словарей, частотных, слов"
175,2020,Khokhlova,"машинного обучения, словосочетаний, слова, машинного, обучения, русского языка, коллокаций, Методы, слов, лексических конструкций"
176,2020,Korablinov,"сущностей, вопросно-ответного поиска, знаний, сущности, данных, базам знаний, является, кандидатов, список, списка"
177,2020,Kuznetsova,"корпуса NOW, NOW, корпуса, специальных целей, слов, корпусов, Биотехнология, студентов, СОСА, обучения"
178,2020,Mikoni,"определения понятия, понятия, менеджмент качества, определения, слова, качества, понятий, менеджмент, подход, слов"
179,2020,Rogov,"текста, текстов, частей речи, сильных позициях, речи, Достоевский, позиций текста, сильных, сильных позиций, существительное"
180,2020,Sokolova,"например, корпуса Ru-RSTreebank, текстов, Ru-RSTreebank, текста, Высшая школа, отношений, отношения, корпуса, разметки"
181,2021,Antopolskii,"ЛИР, CLARIN, российских ЛИР, данных, области ЛИР, Количество ЛИР, например, использование ЛИР, Лингвистические, созданию ЛИР"
182,2021,Boyarsky,"предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные"
183,2021,Chizhik,"слов, данных, LDA, LSA, количество слов, набор данных, тематического моделирования, темы, количество, набор"
184,2021,Golitsina,"элементарных фактов, определений понятий, отношений, поискового образа, например, Определение понятия, определений, элементарных, связь, текста"
185,2021,Maksimov,"поиска, онтологии, позволяет, информационного поиска, вершин, механизмов поиска, графа онтологии, текста, механизма поиска, решения"
186,2021,Mengliev,"узбекского языка, языка, узбекского, морфологического анализатора, база данных, морфологического, данных, морфоанализатора узбекского, анализатора, билан"
187,2021,Mikoni,"понимания, понятия, является, термин, текста, определение понятия, Смысл, термина, слова, слово"
188,2022,ChizhikEgorov,"симптомов, пользователя, Егоров Введение, Мультимодальные интеллектуальные, интеллектуальные ассистенты, данных, данные, задачи, взаимодействия, пациента"
189,2022,ChizhikMelnikovaZakharov,"социального настроения, данных, тональности комментариев, настроения, настроение, тональности, комментариев, социальное настроение, Рис, является"
190,2022,ChizhikMelnikova,"данных, данные, текстовых данных, медицинских данных, медицинских, Датасет, информации, симптомов, Обработка текстовой, естественном языке"
191,2022,Kogan,"корпусной лингвистики, корпусной, подходов корпусной, лингвистики, ООР, области корпусной, корпусов, корпуса, онлайн корпусов, корпусной лингводидактики"
192,2022,Maksimov,"смысл, множество, например, объекта, рис, граф, текста, объект, значение, набор"
193,2022,Solovyev,"русского языка, языка, слов, русского, машинное обучение, респондентов, обоих видов, Методика создания, создания семантических, словарь"
194,2022,Vissio,"русских заимствований, якутского языка, заимствований, языка, Рис, русских, модели, якутского, словоформ, якутских"
195,2023,Bikova,"эмо, текст, дзи, лемматизированный текст, пунктуацией, Logistic Regression, текста, пунктуации, BoW, лемматизированный"
196,2023,ChizhikEgorov,"рис, данных, симптомов, пациентов, Поэтому, симптома, модель, модели, является, логистической регрессии"
197,2023,Chizhik,"точки зрения, текстов, Таким образом, векторизации, анализа тональности, анализа, данных, тональности, социальных, слов"
198,2023,Gavrilkina,"отношений, ролей, роль, сущностей, роли, идентификации ролей, ролей сущностей, Причина, определена роль, сущности"
199,2023,Khodorkovsky,"сущности, информации, информация, Сведения, системы, свойства, деятельности, деятельности системы, свойства сущности, обозначение"
200,2023,Lokalina,"слова, слова вообще, Рис, конструкции, отсловасовсем, языка, рис., вообще, контекст, сказуемое"
201,2023,Maksimov,"информации, информация, Свойства информации, свойства, свободной информации, свойство, взаимодействия, области, которое, связанной информации"
202,2023,Melnichuk,"русском языке, текста, текстов, модель, слов, суммаризации, Модели, BLEU, русском, языке"
203,2023,Tatur,"названия, базы отдыха, оценок, названия торговой, сфере, торговой марки, неймингов, сфер, нейминга, сферах"
