Article ID,Generated keywords,Reference keywords,Matches,Match %
Bershadskaya_IMS_2013,"электронное правительство,статья,электронные услуги,сервис мониторинга,качество инструмента,имеющая ретроспектива,2013 года,развитие,апрель,анализ",,,0.0
Lipuntsov_IMS_2013,"взаимодействие,регулирующие органы,предметная область,образовательные учреждения,область образования,новые возможность,межсистемный взаимодействие,информационные технологии,рамки,развитие",,,0.0
Popov_IMS_2017,"чёрные лебеди,синтаксические связи,синтаксическая связь,редкие события,размеченный эксперт,предложенное метод,полученные результаты,наша методика,метрика аномальности,корпус текстов","критерий аномальности,статистический анализ,синтаксические связи,анализ
коллокаций.",синтаксические связи,25.0
Ryabchenko_IMS_2014,"online-социальные сети,социальнополитическая ситуация,репутационные игроки,модель поведения,лидеры мнений,данная статья,географическая привязка,online-сетевые сообщества,читатели,сенсоры","online-социальные сети,online-пространство,лидеры мнений,сенсоры,реализаторы,читатели,репутационные игроки,интернет,политический конденсат","читатели,лидеры мнений,репутационные игроки,сенсоры,online-социальные сети",55.56
Belkin_IMS_2024,"пользовательские отзывы,процесс сбора,медицинские учреждения,учреждение здравоохранения,требующие внимание,тематический моделирование,стилистическое разнообразие,сравнительное анализ,сбор данных,сайты поликлиник","отзывы пациентов поликлиник,открытые данные,яндекс карты,веб-скрапинг,естественная обработка языка,анализ тональности,тематическое моделирование",,0.0
Koshcheeva_IMS_2014,"ряд экспериментов,автоматическое выделение,цель,учёт,работа,методы,коллокации,выводы","корпусы,коллокации,устойчивые словосочетания,статистические методы,автоматическое выделение коллокаций,меры ассоциации,корпусная лингвистика,компьютерная лингвистика,глагольно-именные словосочетания,сочетаемость",коллокации,10.0
ChizhikEgorov_IMS_2022,"эмпатичная беседа,экспериментальная реализация,такие приложения,методы построения,медицинские цели,логистическая регрессия,конкретная цель,данная статья,функциональность,удовлетворение","чат-бот,человеко-машинный диалог,векторизация текста,интента",,0.0
Belinskaya_IMS_2014,"бан,электронное каталог,фактографические бд,оцифровка фондов,опыт автоматизации,библиотечные фонды,библиотечно-библиографические процессы,сохранность,создание,разработка","электронный каталог,оцифровка,фактографические базы данных,ирбис64,консервация документов,сохранность документов,мониторинг,биомониторинг,анализ данных",,0.0
Tarumova_IMS_2014,"человеческая деятельность,сфера образования,социокультурное пространство,современная культура,распространение знаний,печатные средства,научная сфера,московское университет,массовая информация,культурно-образовательная среда",,,0.0
Kazakov_IMS_2014,"указанные проблемы,такие сервисы,принципиальные проблемы,описание явления,некоторые проблемы,интеллектуальные агенты,декларируемая миссия,данные проблемы,анализ явления,терминология","социальная сеть,сетевой сервис,многоагентная система",,0.0
Sokolova_IMS_2017,"ключевые слова,словосочетания,извлечение,русскоязычные тексты,русский язык,результаты работы,результаты применения,представительные корпусы,данный алгоритм,англоязычные тексты","автоматическое выделение ключевых
слов и словосочетаний,rake,русскоязычные корпусы
текстов.",,0.0
Temirova_IMS_2017,"тексты,корпус,широкий поле,тюркская группа,такое корпус,сравнительное анализ,создание словарей,представленные работа,предпосылки создания,определённая сфера","корпусная лингвистика,корпус,языковая семья.",корпус,33.33
Smirnova_IMS_2017,"статья,принципы обработки,общенаучные термины,настоящая статья,число,установление,типы,обработка,исследование,использование","лексическая база данных,тибетский
корпус,тибетские композиты-существительные,тибетская
языковая картина мира",,0.0
Chugunov_IMS_2014,"электронное правительство,тематика,повестка дня,электронные услуги,цель анализа,тематика услуг,специфика формирования,санктпетербургский кампус,публикуемые сообщения,отдельные темы",,,0.0
Alexeeva_IMS_2015,"разметка,эмоциональная оценка,такое анализ,социальные науки,социально-политическая направленность,сами тексты,ресурс http://linis-crowd.org,разметка тональности,прототип словаря,отобранные слова","словарь тональной лексики,веб-интерфейс,краудсорсинг тональной разметки,российская блогосфера,«живой
журнал»,размеченная коллекция,тематическое моделирование",,0.0
Moskvina_IMS_2016,"русский язык,синтаксический анализатор,цель проекта,функционал парсера,простое предложения,морфологическая разметка,морфологическая информация,морфоанализатор pymorphy2,категориальные грамматика,данный момент","автоматическая обработка текстов,синтаксический
анализатор,русский язык,nltk.",русский язык,25.0
Vozmishcheva_IMS_2014,"условия вхождения,технический вуз,средство обучения,развитие навыков,отечественное образование,основная особенность,общенациональные знания,образовательная система,научно-методические аспекты,межкультурный общение",,,0.0
Chekmeneva_IMS_2018,"русский язык,проблема употребления,обозначающие цвет,метафорические цветообозначения,корпусные исследования,данная работа,абстрактные существительные,прилагательные-цветообозначения,основа,корреляция","корпусы текстов,частотность лексических единиц,поэтический
корпус нкря,прилагательные обозначающие цвета,теория базовых обозначений
цвета берлина и кэя,синестетическая метафора",,0.0
Kriukova_IMS_2017,"тестовая выборка,русский язык,результаты работы,проблема оценки,преимущества использования,полученные значение,одна группа,новостные тексты,машинное обучение,линейные модели","семантическая близость,метрики
семантической близости,dkpro similarity,машинное
обучение,компьютерная лингвистика",,0.0
Grigoryuk_IMS_2013,"управление,данные,эффективная работа,ход экспериментов,программное обеспечение,предложенная архитектура,практическая реализация,неструктурированные данные,концептуальные основы,качество примера",,,0.0
Ivanko_IMS_2013,"экспериментальный подтверждение,результаты работы,полученные результаты,первое упоминание,первая работа,основной цель,многие детали,данная статья,статья,создание",,,0.0
Zakharov_IMS_2015,"количественная оценка,такой требования,статистическая информация,проблема верификации,потенциальные возможности,основа корпусов,математические методы,лингвистические данные,корпус текстов,достоверность данных","количественные методы в лингвистике,большие
данные,корпусы текстов,устойчивые словосочетания,меры
ассоциации,диахронические исследования.",,0.0
Chizhik_IMS_2023,"использование,целые предложения,социальные сети,метрики качества,машинное обучение,короткие сообщения,задача методов,дистрибутивная семантика,дизайн исследования,данная статья","векторизация текстов,анализ тональности,социальные медиа",,0.0
Peskova_IMS_2013,"облачные технологии,облачные сервисы,юридические проблемы,три категориям,технологические прогнозы,организационные проблемы,облачный службы,облачные вычисления,набор требований,модели сервиса",,,0.0
Brodovskaya_Karzubov_IMS,"электронное голосование,электронная демократия,характер изменений,социальные сети,сетевые имиджи,проправительственные структуры,политологический сообщество,политические системы,политические партия,политические лидеры",,,0.0
Peskova_IMS_2014,"электронное голосование,существующие решение,существующие методы,средства организации,разные страны,проблемы систем,подобные системы,первая очередь,общая классификация,возможные риски",,,0.0
Akatkin_IMS_2014,"информация,обмен,техногенные катастрофы,такие направления,перспективы ит-импортозамещения,основа применения,налоговая информация,международный обмен,международное сотрудничество,конкретные направления",,,0.0
Azarova_IMS_2016,"русский язык,30 тыс,синсеты,сочетание подходов,словарные единицы,семантические связи,сегодняшний день,свободная лицензия,результат проекта,работа экспертов","лексическая статистика,тезаурус,лингвистическая
онтология,wordnet,интеграция словарных данных.",,0.0
Moiseichev_IMS_2013,"свободные лицензии,применение,цель изучения,три этапа,три плоскостях,свободная лицензия,российские условия,рассмотрение понятия,рамки модели,поставленная проблематика",,,0.0
Pijavskij_IMS_2013,"фактографическая информация,технология накопления,существующий разработки,систематизация знаний,оптимальная систематизация,область представления,новый подход,математические модель,информационный пространство,информационно-поисковый системы",,,0.0
Kirillova_IMS_2018,"тестирование,opencorpora,художественные тексты,ход исследования,формат pymorphy2,социальные сети,ряд задач,русский язык,результаты тестирования,основа подкорпусов","морфологический анализ,разрешение морфологической
неоднозначности,nltk4russian,корпусы русскоязычных текстов",,0.0
Pivovarova_IMS_2016,"термины,база,цель исследования,терминологическое словарь,разработанная методика,проверка алгоритма,переводные соответствия,морфосинтаксические шаблоны,меры ассоциации,два этапа","переводная терминология,параллельные корпусы
текстов,термины-кандидаты,переводной терминологический словарь,морфосинтаксические шаблоны,автоматическое выделение терминов",морфосинтаксические шаблоны,16.67
Trakhtenberg_IMS_2014,"внедрение,экспертное знание,цель информатизации,формальное контроль,система управления,рядовые сотрудники,профессиональная автономия,невыполнимые требования,медицинские учреждения,медицинская профессия",,,0.0
Vidyasova_IMS_2014,"социальные сети,российская федерация,дальнейшее развитие,удобство,россия,предмет,перспективы,область,использование,граждане",,,0.0
Markarova_IMS_2013,"образование,педагогика,ушинский рао,создание библиотеки,современное общество,система обучения,сегодняшнее общество,разнородность отрасли,простая задача,практико-ориентированные направления",,,0.0
Mbogo_IMS_2014,"электронные материалы,технологии представления,существующие стандарты,современное общество,основа анализа,научные исследования,научная конференция,научная информация,настоящая статья,информационное пространство","информатизация научной деятельности,цифровые коллекции,интеграция научной информации,информационно-коммуникационные технологии в научных исследованиях",,0.0
Trakhtenberg_IMS_2013,"электронные услуги,сложность освоения,представители власти,основные барьеры,низкая совместимость,государственные услуги,статья,роджёрса,ран,проект",,,0.0
MitrofanovaGolubev_IMS_2024,"экспертная разметка,тематический моделирование,результаты экспериментов,распределение докладов,помощь меток,обучение семейства,назначение меток,корпусная лингвистика,информационно-поисковая система,ткикл","корпусная  лингвистика,материалы  конференций,тематическое моделирование,метки тем,рубрикация",,0.0
Golitsina_IMS_2021,"определение понятия,отношения,элементарные факты,типы отношений,таксономия отношений,сопоставимость смыслов,соответствующие триплеты,содержание текста,ситуативные отношения,результаты эксперимента","обработка текста,извлечение фактов,онтология,таксономия
отношений,определение понятий",,0.0
Boykov_IMS_2013,"системообразующее ядро,русская поэзия,поэтические тексты,логико-семантическая модель,данный тезаурус,аналитическая обработка,требования,тезаурус,поэтология,модель",,,0.0
Baranov_IMS_2014,"электронный регион,электронное правительство,существенные барьеры,ростовская область,российская федерация,региональное сегмент,информационно-аналитическая система,данный процесс,статья,внедрение",,,0.0
Martynenko_IMS_2018,"русский рассказ,материал,художественная литература,теоретические предпосылки,социальные потрясения,системные идеи,санкт-петербургский университет,русский язык,революционные изменения,размер статьи","русский язык,русская литература,рассказ,революционная эпоха,компьютерная антология,первая треть xx века",русский язык,16.67
Yatsenko_IMS_2014,"состояние работ,подобные ресурсы,перевод системы,организация взаимодействия,информационная система,другие ресурсы,высокое разрешение,атомная спектроскопия,спектроскопия,связь",,,0.0
Popova_IMS_2017,"русский язык,ход анализа,функциональная значимость,устный подкорпус,специфика употребления,редуплицированная единица,особенности употребления,национальное корпус,источник материала,звуковой корпус","устная речь,редупликация,прагматика,аппроксимация",,0.0
Prokudin_IMS_2013,"информационное общество,проблемы,электронное правительство,электронное государство,реализация концепции,различное род,органы власти,образовательное интернет-портал,муниципальные услуги,анализ проблем",,,0.0
Masevich_IMS_2019,"основа,такой образ,стандартные термины,слово поля,семантические поля,семантические поле,семантические особенности,сводные таблица,русский язык,пятьдесят слов","прилагательные цвета,классификация,семантическое поле,дистрибутивно-статистический анализ",,0.0
Boikov_IMS_2018,"стиховой текст,рифмующиеся слова,рифмы,формально-языковой модель,полученная классификация,очевидная процедура,классификационный код,богатство созвучия,атрибут спецификации,автоматическое поиск","автоматический поиск рифмы,информационно-аналитическая
система,модель фонетического слова,разметка стиха,созвучие,спецификация
стихового текста,тезаурус по поэтологии,точность и богатство рифмы,формальный
язык стиха.",,0.0
Erkimbaev_IMS_2015,"свойства,российская онтология,разработанные онтологии,объёмный наноматериалы,область материаловедения,новые объекты,новая онтология,информационная модель,главные достоинство,возможность расширения","онтология,наноматериалы,нано-объекты,иерархия
классов,информационная модель.",,0.0
Pronoza_IMS_2015,"сфера e-туризма,рекомендательные системы,данная работа,результат экспериментов,различные классификаторы,разговорный стиль,предложенный метод,наборы признаков,использование словарей,создание","анализ тональности,отзывы о ресторанах,машинное
обучение,рекомендательная система.",,0.0
Azarova_IMS_2018,"структура предложений,статистические характеристики,смысловой рубрика,русский язык,производные предлогов,предложные конструкции,медиативные значения,корпусная реализация,зависимые слова,типы","russian prepositions ‧ prepositional constructions ‧ preosition
meaning ‧ transitive constructions‧ temporal constructions ‧ mediative constructions",,0.0
Lokalina_IMS_2023,"слово,отсылка,слово y,поисковые сервисы,язык,модель,др,x,языковые корпусы,этимология слова","типические конструкции,устойчивая модель,интенсификатор,омонимия,конструкция",,0.0
Boyarsky_IMS_2021,"фраземы,частотные фразем,частеречная омонимия,функции предлогов,удалённый контекст,третья группа,такие обороты,снятие омонимии,сложность анализа,семантическая неоднозначность","автоматический анализ текста,омонимия,словосочетания,лексические обороты,предложные группы",,0.0
ChizhikMelnikova_IMS_2022,"собственный эксперимент,слабоструктурированные тексты,проведённое исследование,последующее анализ,опубликованный датасет,описание проблем,медицинская сфера,именованные сущности,диалоговый агент,данная статья","датасет,ner,анализ текста",,0.0
Belkin_IMS_2015,"результаты развития,помощь системы,область знаний,историческая демография,формализм,применение,знания","семантическая сеть,область знаний,пространство
знаний,порождающий принцип,предметное знание,профессиональное
знание,когнитивная структура.",область знаний,14.29
Boyarsky_IMS_2017,"удалённый контекст,ближайшее контекст,существительное,словосочетания,эквивалентные слово,устойчивый оборот,снятие омонимии,семантические классы,русскоязычное текст,решение вопроса","анализ предложения,словосочетания,лексические обороты,морфологический анализ,части речи,леммы,семантические классы.",словосочетания,14.29
Antopolskii_IMS_2021,"лир,поддержка,языковые ресурсы,программа развития,опыт clarin,облако llod,наихороший решение,информационная поддержка,финансирование,участие","лингвистические информационные ресурсы,инфраструктура,clarin. программа развития,сервисы,llod",,0.0
Adaskina_IMS_2014,"такая алгоритм,синтаксические связи,семантические классы,представленные результаты,предложенное подход,полуавтоматическое пополнение,коммерческие приложения,клиентские отзывы,автоматическое анализ,эффективность","полуавтоматическое пополнение словарей,семантические классы,синтаксические связи,словари для предметных областей,анализ клиентских отзывов,машинное обучение,алгоритм svm,итеративный алгоритм,термины персонала,неразмеченные данные","семантические классы,синтаксические связи",20.0
Kogan_IMS_2018,"списки,помощь,цель выявления,функции wordlist,функции n-grams,устойчивые сочетания,технические специальности,статистический анализ,специальные цели,совместное проект","корпусная лингвистика,устойчивые сочетания,лексические
пучки,списки частотных слов и выражений,английский научный дискурс,kod.ing
корпус,немецкий для специальных целей.",устойчивые сочетания,14.29
Bogoraz_IMS_2014,"социальные сети,типовая архитектура,социальная сеть,прямые угроза,повышение сохранности,основные проблемы,косвенные угроза,данная работа,безопасное взаимодействие,анализ угроз","социальные сети,распределенные социальные сети,децентрализованные социальные сети,анализ,безопасность,персональные данные,приватность",социальные сети,14.29
Mikoni_IMS_2021,"читатель,слово,слова,системность слов,русский язык,проблема понятности,понятный выражение,понимание смысла,перевод текста,основа соотношения","слово,смысл,понятие,понимание,ложно-ориентирующий термин,нейтральный термин",слово,16.67
Bolgov_IMS_2013,"электронное участие,электронная демократия,сравнительное анализ,разные страны,пять опросов,проведённое авторы,восточная европа,важные сектор,швейцария,угроза",,,0.0
Dyakova_IMS_2013,"электронное правительство,управленческие приоритеты,специфика перехода,модные тренды,какой образ,имеющаяся система,статья,китай",,,0.0
Bogoraz_IMS_2013,"различные показатели,межсетевые экраны,информационные системы,статья,сравнение,приложение,анализ",,,0.0
Zalesskaya_IMS_2014,"русский язык,меры ассоциации,тексты,статья,решение,выявление","коллокация,выявление коллокаций,меры ассоциации,статистические методы,автоматический анализ,программное обеспечение,обработка естественного языка,русский язык,сочетаемость слов,многословное выражение","меры ассоциации,русский язык",20.0
Khodorkovsky_IMS_2023,"сущность,сведение,информационная коммуникация,система,свойства,информация,структурированное сообщение,соотношение понятий,очередной шаг,определение понятия","сведения,информация,информационная коммуникация,данные,сигнал,преобразование информации,потенциальная информация","информационная коммуникация,информация",28.57
Evtushenko_IMS_2013,"прозрачность,планирование,сегодняшний день,реалии глобализации,отсутствие ответственности,основные предпосылки,обоснование необходимости,единая система,государственное управление,архитектурный подход",,,0.0
Mikoni_IMS_2019,"требования,способы управления,различные уровни,применение модели,предметная область,определяющие понятия,цель,управление,состав,связь","определение понятия,валентность глагола,словообразовательное
гнездо,управление,устойчивость,тип связи,семантическая сеть",управление,14.29
Sukhan_IMS_2024,"корпусная лингвистика,элементы метаданных,ход работы,формат веб-страницы,результаты проекта,построенный графы,корпусный ресурс,корпус статей,конференция ims,компьютерная лингвистика","корпусная лингвистика,материалы конференций,графовый анализ,метаразметка,визуализация,информационный  поиск,онтологии,именованные сущности",корпусная лингвистика,12.5
Smirnov_IMS_2014,"разработанная система,компонентная модель,эксплуатация,статья,сведение,архитектура","распознавание образов,обработка архивных документов,оптическое распознавание,корректировка ошибок распознавания,архитектура системы,компонентная модель,алгоритм,метод,информационный поиск,массовое распознавание",компонентная модель,10.0
Kuzmina_IMS_2014,"электронные среды,учебный процесс,открытый взаимодействие,дистанционное обучение,сфера,статья,проблемы,применение,возможность",,,0.0
Brodovskaya_IMS_2013,"статья,современная россия,российские пользователи,политические функции,политическая субъектность,особенности восприятия,глобальная сеть,шолохов,пространство,интернет",,,0.0
Noskov_IMS_2014,"синхронизованные демонстрации,простая система,перспективность подхода,первичная апробация,основные характеристики,задача создания,статья,сведение,мл-студия,заключение",,,0.0
